season,celebrity_name,ballroom_partner,results,placement,week,judge_id,score
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,2,1,4.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,2,2,4.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,2,3,4.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,2,4,
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,3,1,5.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,3,2,4.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,3,3,4.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,3,4,
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,4,1,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,4,2,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,4,3,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,4,4,
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,5,1,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,5,2,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,5,3,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,5,4,
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,6,1,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,6,2,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,6,3,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,6,4,
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,7,1,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,7,2,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,7,3,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,7,4,
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,8,1,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,8,2,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,8,3,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,8,4,
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,9,1,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,9,2,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,9,3,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,9,4,
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,10,1,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,10,2,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,10,3,0.0
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,10,4,
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,11,1,
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,11,2,
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,11,3,
10,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,11,4,
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,1,1,6.0
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,1,2,6.0
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,1,3,6.0
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,1,4,
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,2,1,6.0
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,2,2,5.0
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,2,3,5.0
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,2,4,
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,3,1,7.0
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,3,2,6.0
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,3,3,7.0
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,3,4,
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,4,1,7.5
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,4,2,6.5
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,4,3,8.0
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,4,4,
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,5,1,6.0
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,5,2,6.0
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,5,3,6.0
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,5,4,
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,6,1,10.3333
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,6,2,10.3333
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,6,3,10.3333
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,6,4,
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,7,1,8.5
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,7,2,9.0
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,7,3,8.5
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,7,4,
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,8,1,7.5
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,8,2,7.5
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,8,3,7.5
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,8,4,
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,9,1,8.5
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,9,2,8.5
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,9,3,9.0
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,9,4,
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,10,1,0.0
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,10,2,0.0
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,10,3,0.0
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,10,4,
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,11,1,
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,11,2,
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,11,3,
10,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,11,4,
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,1,1,8.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,1,2,7.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,1,3,8.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,1,4,
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,2,1,8.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,2,2,8.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,2,3,8.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,2,4,
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,3,1,9.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,3,2,8.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,3,3,9.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,3,4,
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,4,1,9.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,4,2,8.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,4,3,9.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,4,4,
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,5,1,9.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,5,2,9.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,5,3,9.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,5,4,
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,6,1,9.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,6,2,9.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,6,3,9.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,6,4,
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,7,1,9.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,7,2,9.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,7,3,9.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,7,4,
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,8,1,9.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,8,2,8.5
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,8,3,9.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,8,4,
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,9,1,10.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,9,2,9.5
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,9,3,10.0
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,9,4,
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,10,1,9.3333
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,10,2,8.7777
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,10,3,8.7777
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,10,4,
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,11,1,
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,11,2,
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,11,3,
10,Evan Lysacek,Anna Trebunskaya,2nd Place,2,11,4,
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,1,1,7.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,1,2,6.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,1,3,8.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,1,4,
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,2,1,7.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,2,2,7.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,2,3,8.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,2,4,
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,3,1,7.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,3,2,7.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,3,3,7.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,3,4,
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,4,1,7.5
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,4,2,7.5
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,4,3,8.5
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,4,4,
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,5,1,7.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,5,2,6.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,5,3,8.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,5,4,
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,6,1,9.6666
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,6,2,9.6666
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,6,3,10.6666
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,6,4,
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,7,1,8.5
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,7,2,8.5
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,7,3,8.5
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,7,4,
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,8,1,0.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,8,2,0.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,8,3,0.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,8,4,
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,9,1,0.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,9,2,0.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,9,3,0.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,9,4,
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,10,1,0.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,10,2,0.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,10,3,0.0
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,10,4,
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,11,1,
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,11,2,
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,11,3,
10,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,11,4,
10,Nicole Scherzinger,Derek Hough,1st Place,1,1,1,9.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,1,2,7.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,1,3,9.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,1,4,
10,Nicole Scherzinger,Derek Hough,1st Place,1,2,1,10.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,2,2,8.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,2,3,10.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,2,4,
10,Nicole Scherzinger,Derek Hough,1st Place,1,3,1,8.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,3,2,6.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,3,3,9.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,3,4,
10,Nicole Scherzinger,Derek Hough,1st Place,1,4,1,8.5
10,Nicole Scherzinger,Derek Hough,1st Place,1,4,2,8.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,4,3,8.5
10,Nicole Scherzinger,Derek Hough,1st Place,1,4,4,
10,Nicole Scherzinger,Derek Hough,1st Place,1,5,1,10.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,5,2,9.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,5,3,10.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,5,4,
10,Nicole Scherzinger,Derek Hough,1st Place,1,6,1,12.3333
10,Nicole Scherzinger,Derek Hough,1st Place,1,6,2,10.3333
10,Nicole Scherzinger,Derek Hough,1st Place,1,6,3,13.3333
10,Nicole Scherzinger,Derek Hough,1st Place,1,6,4,
10,Nicole Scherzinger,Derek Hough,1st Place,1,7,1,9.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,7,2,9.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,7,3,9.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,7,4,
10,Nicole Scherzinger,Derek Hough,1st Place,1,8,1,10.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,8,2,9.5
10,Nicole Scherzinger,Derek Hough,1st Place,1,8,3,10.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,8,4,
10,Nicole Scherzinger,Derek Hough,1st Place,1,9,1,10.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,9,2,9.5
10,Nicole Scherzinger,Derek Hough,1st Place,1,9,3,10.0
10,Nicole Scherzinger,Derek Hough,1st Place,1,9,4,
10,Nicole Scherzinger,Derek Hough,1st Place,1,10,1,9.5
10,Nicole Scherzinger,Derek Hough,1st Place,1,10,2,9.5
10,Nicole Scherzinger,Derek Hough,1st Place,1,10,3,9.7777
10,Nicole Scherzinger,Derek Hough,1st Place,1,10,4,
10,Nicole Scherzinger,Derek Hough,1st Place,1,11,1,
10,Nicole Scherzinger,Derek Hough,1st Place,1,11,2,
10,Nicole Scherzinger,Derek Hough,1st Place,1,11,3,
10,Nicole Scherzinger,Derek Hough,1st Place,1,11,4,
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,1,1,7.0
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,1,2,7.0
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,1,3,7.0
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,1,4,
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,2,1,8.0
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,2,2,7.0
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,2,3,8.0
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,2,4,
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,3,1,8.0
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,3,2,7.0
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,3,3,8.0
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,3,4,
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,4,1,6.5
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,4,2,6.5
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,4,3,6.5
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,4,4,
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,5,1,7.0
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,5,2,7.0
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,5,3,8.0
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,5,4,
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,6,1,12.0
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,6,2,10.0
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,6,3,12.0
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,6,4,
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,7,1,8.5
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,7,2,8.5
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,7,3,8.5
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,7,4,
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,8,1,8.5
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,8,2,9.0
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,8,3,9.0
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,8,4,
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,9,1,9.5
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,9,2,9.0
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,9,3,9.5
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,9,4,
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,10,1,9.2222
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,10,2,8.8888
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,10,3,8.8888
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,10,4,
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,11,1,
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,11,2,
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,11,3,
10,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,11,4,
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,1,1,6.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,1,2,5.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,1,3,5.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,1,4,
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,2,1,5.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,2,2,5.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,2,3,5.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,2,4,
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,3,1,5.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,3,2,5.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,3,3,5.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,3,4,
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,4,1,5.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,4,2,5.5
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,4,3,5.5
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,4,4,
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,5,1,5.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,5,2,5.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,5,3,5.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,5,4,
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,6,1,0.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,6,2,0.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,6,3,0.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,6,4,
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,7,1,0.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,7,2,0.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,7,3,0.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,7,4,
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,8,1,0.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,8,2,0.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,8,3,0.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,8,4,
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,9,1,0.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,9,2,0.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,9,3,0.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,9,4,
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,10,1,0.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,10,2,0.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,10,3,0.0
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,10,4,
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,11,1,
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,11,2,
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,11,3,
10,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,11,4,
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,1,1,7.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,1,2,6.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,1,3,7.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,1,4,
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,2,1,6.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,2,2,7.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,2,3,7.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,2,4,
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,3,1,7.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,3,2,7.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,3,3,7.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,3,4,
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,4,1,6.5
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,4,2,6.5
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,4,3,6.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,4,4,
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,5,1,8.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,5,2,7.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,5,3,8.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,5,4,
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,6,1,8.3333
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,6,2,8.3333
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,6,3,8.3333
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,6,4,
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,7,1,0.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,7,2,0.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,7,3,0.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,7,4,
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,8,1,0.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,8,2,0.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,8,3,0.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,8,4,
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,9,1,0.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,9,2,0.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,9,3,0.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,9,4,
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,10,1,0.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,10,2,0.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,10,3,0.0
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,10,4,
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,11,1,
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,11,2,
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,11,3,
10,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,11,4,
11,David Hasselhoff,Kym Johnson,Eliminated Week 1,12,1,1,5.0
11,David Hasselhoff,Kym Johnson,Eliminated Week 1,12,1,2,5.0
11,David Hasselhoff,Kym Johnson,Eliminated Week 1,12,1,3,5.0
11,David Hasselhoff,Kym Johnson,Eliminated Week 1,12,1,4,
11,David Hasselhoff,Kym Johnson,Eliminated Week 1,12,2,1,0.0
11,David Hasselhoff,Kym Johnson,Eliminated Week 1,12,2,2,0.0
11,David Hasselhoff,Kym Johnson,Eliminated Week 1,12,2,3,0.0
11,David Hasselhoff,Kym Johnson,Eliminated Week 1,12,2,4,
11,David Hasselhoff,Kym Johnson,Eliminated Week 1,12,3,1,0.0
11,David Hasselhoff,Kym Johnson,Eliminated Week 1,12,3,2,0.0
11,David Hasselhoff,Kym Johnson,Eliminated Week 1,12,3,3,0.0
11,David Hasselhoff,Kym Johnson,Eliminated Week 1,12,3,4,
