season,celebrity_name,ballroom_partner,week,score_week_total,num_judges,has_bonus,active,elimination_week,eliminated,finals_week,placement,results
15,Sabrina Bryan,Louis van Amstel,8,0.0,3,0,0,6.0,1,10,8,Eliminated Week 6
15,Sabrina Bryan,Louis van Amstel,9,0.0,3,0,0,6.0,1,10,8,Eliminated Week 6
15,Sabrina Bryan,Louis van Amstel,10,0.0,3,0,0,6.0,1,10,8,Eliminated Week 6
15,Sabrina Bryan,Louis van Amstel,11,0.0,0,0,0,6.0,1,10,8,Eliminated Week 6
15,Shawn Johnson,Derek Hough,1,22.0,3,1,1,11.0,0,10,2,2nd Place
15,Shawn Johnson,Derek Hough,2,25.0,3,1,1,11.0,0,10,2,2nd Place
15,Shawn Johnson,Derek Hough,3,26.5,3,1,1,11.0,0,10,2,2nd Place
15,Shawn Johnson,Derek Hough,4,39.5,4,1,1,11.0,0,10,2,2nd Place
15,Shawn Johnson,Derek Hough,5,28.25,3,1,1,11.0,0,10,2,2nd Place
15,Shawn Johnson,Derek Hough,6,28.0,3,1,1,11.0,0,10,2,2nd Place
15,Shawn Johnson,Derek Hough,7,37.9998,3,1,1,11.0,0,10,2,2nd Place
15,Shawn Johnson,Derek Hough,8,27.8333,3,1,1,11.0,0,10,2,2nd Place
15,Shawn Johnson,Derek Hough,9,29.5,3,1,1,11.0,0,10,2,2nd Place
15,Shawn Johnson,Derek Hough,10,28.944300000000002,3,1,1,11.0,0,10,2,2nd Place
15,Shawn Johnson,Derek Hough,11,0.0,0,0,0,11.0,1,10,2,2nd Place
16,Alexandra Raisman,Mark Ballas,1,21.0,3,0,1,10.0,0,10,4,Eliminated Week 10
16,Alexandra Raisman,Mark Ballas,2,24.0,3,0,1,10.0,0,10,4,Eliminated Week 10
16,Alexandra Raisman,Mark Ballas,3,23.0,3,0,1,10.0,0,10,4,Eliminated Week 10
16,Alexandra Raisman,Mark Ballas,4,27.0,3,0,1,10.0,0,10,4,Eliminated Week 10
16,Alexandra Raisman,Mark Ballas,5,25.0,3,0,1,10.0,0,10,4,Eliminated Week 10
16,Alexandra Raisman,Mark Ballas,6,26.0,3,1,1,10.0,0,10,4,Eliminated Week 10
16,Alexandra Raisman,Mark Ballas,7,32.0,3,1,1,10.0,0,10,4,Eliminated Week 10
16,Alexandra Raisman,Mark Ballas,8,28.0,3,1,1,10.0,0,10,4,Eliminated Week 10
16,Alexandra Raisman,Mark Ballas,9,29.5,3,1,1,10.0,0,10,4,Eliminated Week 10
16,Alexandra Raisman,Mark Ballas,10,29.0,3,1,1,10.0,1,10,4,Eliminated Week 10
16,Alexandra Raisman,Mark Ballas,11,0.0,0,0,0,10.0,1,10,4,Eliminated Week 10
16,Andy Dick,Sharna Burgess,1,17.0,3,0,1,7.0,0,10,7,Eliminated Week 7
16,Andy Dick,Sharna Burgess,2,20.0,3,0,1,7.0,0,10,7,Eliminated Week 7
16,Andy Dick,Sharna Burgess,3,18.0,3,0,1,7.0,0,10,7,Eliminated Week 7
16,Andy Dick,Sharna Burgess,4,21.0,3,0,1,7.0,0,10,7,Eliminated Week 7
16,Andy Dick,Sharna Burgess,5,18.0,3,0,1,7.0,0,10,7,Eliminated Week 7
16,Andy Dick,Sharna Burgess,6,21.5,3,1,1,7.0,0,10,7,Eliminated Week 7
16,Andy Dick,Sharna Burgess,7,17.0,3,0,1,7.0,1,10,7,Eliminated Week 7
16,Andy Dick,Sharna Burgess,8,0.0,3,0,0,7.0,1,10,7,Eliminated Week 7
16,Andy Dick,Sharna Burgess,9,0.0,3,0,0,7.0,1,10,7,Eliminated Week 7
16,Andy Dick,Sharna Burgess,10,0.0,3,0,0,7.0,1,10,7,Eliminated Week 7
16,Andy Dick,Sharna Burgess,11,0.0,0,0,0,7.0,1,10,7,Eliminated Week 7
16,D. L. Hughley,Cheryl Burke,1,12.0,3,0,1,5.0,0,10,9,Eliminated Week 5
16,D. L. Hughley,Cheryl Burke,2,16.0,3,0,1,5.0,0,10,9,Eliminated Week 5
16,D. L. Hughley,Cheryl Burke,3,16.0,3,0,1,5.0,0,10,9,Eliminated Week 5
16,D. L. Hughley,Cheryl Burke,4,21.0,3,0,1,5.0,0,10,9,Eliminated Week 5
16,D. L. Hughley,Cheryl Burke,5,18.0,3,0,1,5.0,1,10,9,Eliminated Week 5
16,D. L. Hughley,Cheryl Burke,6,0.0,3,0,0,5.0,1,10,9,Eliminated Week 5
16,D. L. Hughley,Cheryl Burke,7,0.0,3,0,0,5.0,1,10,9,Eliminated Week 5
16,D. L. Hughley,Cheryl Burke,8,0.0,3,0,0,5.0,1,10,9,Eliminated Week 5
16,D. L. Hughley,Cheryl Burke,9,0.0,3,0,0,5.0,1,10,9,Eliminated Week 5
16,D. L. Hughley,Cheryl Burke,10,0.0,3,0,0,5.0,1,10,9,Eliminated Week 5
16,D. L. Hughley,Cheryl Burke,11,0.0,0,0,0,5.0,1,10,9,Eliminated Week 5
16,Dorothy Hamill,Tristan MacManus,1,21.0,3,0,1,2.0,0,10,12,Withdrew
16,Dorothy Hamill,Tristan MacManus,2,15.0,3,0,1,2.0,1,10,12,Withdrew
16,Dorothy Hamill,Tristan MacManus,3,0.0,3,0,0,2.0,1,10,12,Withdrew
16,Dorothy Hamill,Tristan MacManus,4,0.0,3,0,0,2.0,1,10,12,Withdrew
16,Dorothy Hamill,Tristan MacManus,5,0.0,3,0,0,2.0,1,10,12,Withdrew
16,Dorothy Hamill,Tristan MacManus,6,0.0,3,0,0,2.0,1,10,12,Withdrew
16,Dorothy Hamill,Tristan MacManus,7,0.0,3,0,0,2.0,1,10,12,Withdrew
16,Dorothy Hamill,Tristan MacManus,8,0.0,3,0,0,2.0,1,10,12,Withdrew
16,Dorothy Hamill,Tristan MacManus,9,0.0,3,0,0,2.0,1,10,12,Withdrew
16,Dorothy Hamill,Tristan MacManus,10,0.0,3,0,0,2.0,1,10,12,Withdrew
16,Dorothy Hamill,Tristan MacManus,11,0.0,0,0,0,2.0,1,10,12,Withdrew
16,Ingo Rademacher,Kym Johnson,1,20.0,3,0,1,9.0,0,10,5,Eliminated Week 9
16,Ingo Rademacher,Kym Johnson,2,20.0,3,0,1,9.0,0,10,5,Eliminated Week 9
16,Ingo Rademacher,Kym Johnson,3,21.0,3,0,1,9.0,0,10,5,Eliminated Week 9
16,Ingo Rademacher,Kym Johnson,4,23.0,3,0,1,9.0,0,10,5,Eliminated Week 9
16,Ingo Rademacher,Kym Johnson,5,21.0,3,0,1,9.0,0,10,5,Eliminated Week 9
16,Ingo Rademacher,Kym Johnson,6,23.0,3,1,1,9.0,0,10,5,Eliminated Week 9
16,Ingo Rademacher,Kym Johnson,7,25.0,3,0,1,9.0,0,10,5,Eliminated Week 9
16,Ingo Rademacher,Kym Johnson,8,24.0,3,0,1,9.0,0,10,5,Eliminated Week 9
16,Ingo Rademacher,Kym Johnson,9,25.5,3,1,1,9.0,1,10,5,Eliminated Week 9
16,Ingo Rademacher,Kym Johnson,10,0.0,3,0,0,9.0,1,10,5,Eliminated Week 9
16,Ingo Rademacher,Kym Johnson,11,0.0,0,0,0,9.0,1,10,5,Eliminated Week 9
16,Jacoby Jones,Karina Smirnoff,1,20.0,3,0,1,11.0,0,10,3,3rd Place
16,Jacoby Jones,Karina Smirnoff,2,23.0,3,0,1,11.0,0,10,3,3rd Place
16,Jacoby Jones,Karina Smirnoff,3,25.9998,3,1,1,11.0,0,10,3,3rd Place
16,Jacoby Jones,Karina Smirnoff,4,24.0,3,0,1,11.0,0,10,3,3rd Place
16,Jacoby Jones,Karina Smirnoff,5,26.0,3,0,1,11.0,0,10,3,3rd Place
16,Jacoby Jones,Karina Smirnoff,6,22.5,3,1,1,11.0,0,10,3,3rd Place
16,Jacoby Jones,Karina Smirnoff,7,27.0,3,0,1,11.0,0,10,3,3rd Place
16,Jacoby Jones,Karina Smirnoff,8,26.0,3,1,1,11.0,0,10,3,3rd Place
16,Jacoby Jones,Karina Smirnoff,9,29.5,3,1,1,11.0,0,10,3,3rd Place
16,Jacoby Jones,Karina Smirnoff,10,27.999899999999997,3,1,1,11.0,0,10,3,3rd Place
16,Jacoby Jones,Karina Smirnoff,11,0.0,0,0,0,11.0,1,10,3,3rd Place
16,Kellie Pickler,Derek Hough,1,21.0,3,0,1,11.0,0,10,1,1st Place
16,Kellie Pickler,Derek Hough,2,26.0,3,0,1,11.0,0,10,1,1st Place
16,Kellie Pickler,Derek Hough,3,25.0,3,0,1,11.0,0,10,1,1st Place
16,Kellie Pickler,Derek Hough,4,26.0,3,0,1,11.0,0,10,1,1st Place
16,Kellie Pickler,Derek Hough,5,27.0,3,0,1,11.0,0,10,1,1st Place
16,Kellie Pickler,Derek Hough,6,27.0,3,1,1,11.0,0,10,1,1st Place
16,Kellie Pickler,Derek Hough,7,29.0,3,0,1,11.0,0,10,1,1st Place
16,Kellie Pickler,Derek Hough,8,27.5,3,1,1,11.0,0,10,1,1st Place
16,Kellie Pickler,Derek Hough,9,29.0,3,1,1,11.0,0,10,1,1st Place
16,Kellie Pickler,Derek Hough,10,30.0,3,0,1,11.0,0,10,1,1st Place
16,Kellie Pickler,Derek Hough,11,0.0,0,0,0,11.0,1,10,1,1st Place
16,Lisa Vanderpump,Gleb Savchenko,1,18.0,3,0,1,4.0,0,10,10,Eliminated Week 4
16,Lisa Vanderpump,Gleb Savchenko,2,18.0,3,0,1,4.0,0,10,10,Eliminated Week 4
16,Lisa Vanderpump,Gleb Savchenko,3,21.0,3,0,1,4.0,0,10,10,Eliminated Week 4
16,Lisa Vanderpump,Gleb Savchenko,4,18.0,3,0,1,4.0,1,10,10,Eliminated Week 4
16,Lisa Vanderpump,Gleb Savchenko,5,0.0,3,0,0,4.0,1,10,10,Eliminated Week 4
16,Lisa Vanderpump,Gleb Savchenko,6,0.0,3,0,0,4.0,1,10,10,Eliminated Week 4
16,Lisa Vanderpump,Gleb Savchenko,7,0.0,3,0,0,4.0,1,10,10,Eliminated Week 4
16,Lisa Vanderpump,Gleb Savchenko,8,0.0,3,0,0,4.0,1,10,10,Eliminated Week 4
16,Lisa Vanderpump,Gleb Savchenko,9,0.0,3,0,0,4.0,1,10,10,Eliminated Week 4
16,Lisa Vanderpump,Gleb Savchenko,10,0.0,3,0,0,4.0,1,10,10,Eliminated Week 4
16,Lisa Vanderpump,Gleb Savchenko,11,0.0,0,0,0,4.0,1,10,10,Eliminated Week 4
16,Sean Lowe,Peta Murgatroyd,1,19.0,3,0,1,8.0,0,10,6,Eliminated Week 8
16,Sean Lowe,Peta Murgatroyd,2,20.0,3,0,1,8.0,0,10,6,Eliminated Week 8
16,Sean Lowe,Peta Murgatroyd,3,21.0,3,0,1,8.0,0,10,6,Eliminated Week 8
16,Sean Lowe,Peta Murgatroyd,4,20.0,3,0,1,8.0,0,10,6,Eliminated Week 8
16,Sean Lowe,Peta Murgatroyd,5,24.0,3,0,1,8.0,0,10,6,Eliminated Week 8
16,Sean Lowe,Peta Murgatroyd,6,23.0,3,1,1,8.0,0,10,6,Eliminated Week 8
16,Sean Lowe,Peta Murgatroyd,7,24.0,3,0,1,8.0,0,10,6,Eliminated Week 8
16,Sean Lowe,Peta Murgatroyd,8,21.0,3,0,1,8.0,1,10,6,Eliminated Week 8
16,Sean Lowe,Peta Murgatroyd,9,0.0,3,0,0,8.0,1,10,6,Eliminated Week 8
16,Sean Lowe,Peta Murgatroyd,10,0.0,3,0,0,8.0,1,10,6,Eliminated Week 8
16,Sean Lowe,Peta Murgatroyd,11,0.0,0,0,0,8.0,1,10,6,Eliminated Week 8
16,Victor Ortiz,Lindsay Arnold,1,18.0,3,0,1,6.0,0,10,8,Eliminated Week 6
16,Victor Ortiz,Lindsay Arnold,2,18.0,3,0,1,6.0,0,10,8,Eliminated Week 6
16,Victor Ortiz,Lindsay Arnold,3,23.0,3,0,1,6.0,0,10,8,Eliminated Week 6
16,Victor Ortiz,Lindsay Arnold,4,18.0,3,0,1,6.0,0,10,8,Eliminated Week 6
16,Victor Ortiz,Lindsay Arnold,5,21.0,3,0,1,6.0,0,10,8,Eliminated Week 6
16,Victor Ortiz,Lindsay Arnold,6,20.0,3,1,1,6.0,1,10,8,Eliminated Week 6
16,Victor Ortiz,Lindsay Arnold,7,0.0,3,0,0,6.0,1,10,8,Eliminated Week 6
16,Victor Ortiz,Lindsay Arnold,8,0.0,3,0,0,6.0,1,10,8,Eliminated Week 6
16,Victor Ortiz,Lindsay Arnold,9,0.0,3,0,0,6.0,1,10,8,Eliminated Week 6
16,Victor Ortiz,Lindsay Arnold,10,0.0,3,0,0,6.0,1,10,8,Eliminated Week 6
16,Victor Ortiz,Lindsay Arnold,11,0.0,0,0,0,6.0,1,10,8,Eliminated Week 6
16,Wynonna Judd,Tony Dovolani,1,18.0,3,0,1,3.0,0,10,11,Eliminated Week 3
16,Wynonna Judd,Tony Dovolani,2,18.0,3,0,1,3.0,0,10,11,Eliminated Week 3
16,Wynonna Judd,Tony Dovolani,3,15.0,3,0,1,3.0,1,10,11,Eliminated Week 3
16,Wynonna Judd,Tony Dovolani,4,0.0,3,0,0,3.0,1,10,11,Eliminated Week 3
16,Wynonna Judd,Tony Dovolani,5,0.0,3,0,0,3.0,1,10,11,Eliminated Week 3
16,Wynonna Judd,Tony Dovolani,6,0.0,3,0,0,3.0,1,10,11,Eliminated Week 3
16,Wynonna Judd,Tony Dovolani,7,0.0,3,0,0,3.0,1,10,11,Eliminated Week 3
16,Wynonna Judd,Tony Dovolani,8,0.0,3,0,0,3.0,1,10,11,Eliminated Week 3
16,Wynonna Judd,Tony Dovolani,9,0.0,3,0,0,3.0,1,10,11,Eliminated Week 3
16,Wynonna Judd,Tony Dovolani,10,0.0,3,0,0,3.0,1,10,11,Eliminated Week 3
16,Wynonna Judd,Tony Dovolani,11,0.0,0,0,0,3.0,1,10,11,Eliminated Week 3
16,Zendaya,Valentin Chmerkovskiy,1,24.0,3,0,1,11.0,0,10,2,2nd Place
16,Zendaya,Valentin Chmerkovskiy,2,26.0,3,0,1,11.0,0,10,2,2nd Place
16,Zendaya,Valentin Chmerkovskiy,3,25.9998,3,1,1,11.0,0,10,2,2nd Place
16,Zendaya,Valentin Chmerkovskiy,4,26.0,3,0,1,11.0,0,10,2,2nd Place
16,Zendaya,Valentin Chmerkovskiy,5,29.0,3,0,1,11.0,0,10,2,2nd Place
16,Zendaya,Valentin Chmerkovskiy,6,25.5,3,1,1,11.0,0,10,2,2nd Place
16,Zendaya,Valentin Chmerkovskiy,7,30.0,3,0,1,11.0,0,10,2,2nd Place
16,Zendaya,Valentin Chmerkovskiy,8,29.0,3,1,1,11.0,0,10,2,2nd Place
16,Zendaya,Valentin Chmerkovskiy,9,27.5,3,1,1,11.0,0,10,2,2nd Place
16,Zendaya,Valentin Chmerkovskiy,10,30.0,3,0,1,11.0,0,10,2,2nd Place
16,Zendaya,Valentin Chmerkovskiy,11,0.0,0,0,0,11.0,1,10,2,2nd Place
17,Amber Riley,Derek Hough,1,27.0,3,0,1,,0,11,1,1st Place
17,Amber Riley,Derek Hough,2,24.0,3,0,1,,0,11,1,1st Place
17,Amber Riley,Derek Hough,3,24.0,3,0,1,,0,11,1,1st Place
17,Amber Riley,Derek Hough,4,27.0,3,0,1,,0,11,1,1st Place
17,Amber Riley,Derek Hough,5,26.0,3,0,1,,0,11,1,1st Place
17,Amber Riley,Derek Hough,6,31.999899999999997,3,1,1,,0,11,1,1st Place
17,Amber Riley,Derek Hough,7,29.5,3,1,1,,0,11,1,1st Place
17,Amber Riley,Derek Hough,8,28.0,3,0,1,,0,11,1,1st Place
17,Amber Riley,Derek Hough,9,25.5,3,1,1,,0,11,1,1st Place
17,Amber Riley,Derek Hough,10,39.5,4,1,1,,0,11,1,1st Place
17,Amber Riley,Derek Hough,11,31.333199999999998,3,1,1,,0,11,1,1st Place
17,Bill Engvall,Emma Slater,1,18.0,3,0,1,11.0,0,11,4,Eliminated Week 11
17,Bill Engvall,Emma Slater,2,21.0,3,0,1,11.0,0,11,4,Eliminated Week 11
17,Bill Engvall,Emma Slater,3,24.0,3,0,1,11.0,0,11,4,Eliminated Week 11
17,Bill Engvall,Emma Slater,4,21.0,3,0,1,11.0,0,11,4,Eliminated Week 11
17,Bill Engvall,Emma Slater,5,24.0,3,0,1,11.0,0,11,4,Eliminated Week 11
17,Bill Engvall,Emma Slater,6,23.9999,3,1,1,11.0,0,11,4,Eliminated Week 11
17,Bill Engvall,Emma Slater,7,25.0,3,1,1,11.0,0,11,4,Eliminated Week 11
17,Bill Engvall,Emma Slater,8,24.0,3,0,1,11.0,0,11,4,Eliminated Week 11
17,Bill Engvall,Emma Slater,9,21.0,3,0,1,11.0,0,11,4,Eliminated Week 11
17,Bill Engvall,Emma Slater,10,30.0,4,1,1,11.0,0,11,4,Eliminated Week 11
17,Bill Engvall,Emma Slater,11,25.499899999999997,3,1,1,11.0,1,11,4,Eliminated Week 11
17,Bill Nye,Tyne Stecklein,1,14.0,3,0,1,3.0,0,11,11,Eliminated Week 3
17,Bill Nye,Tyne Stecklein,2,17.0,3,0,1,3.0,0,11,11,Eliminated Week 3
17,Bill Nye,Tyne Stecklein,3,16.0,3,0,1,3.0,1,11,11,Eliminated Week 3
17,Bill Nye,Tyne Stecklein,4,0.0,3,0,0,3.0,1,11,11,Eliminated Week 3
17,Bill Nye,Tyne Stecklein,5,0.0,3,0,0,3.0,1,11,11,Eliminated Week 3
17,Bill Nye,Tyne Stecklein,6,0.0,3,0,0,3.0,1,11,11,Eliminated Week 3
17,Bill Nye,Tyne Stecklein,7,0.0,3,0,0,3.0,1,11,11,Eliminated Week 3
17,Bill Nye,Tyne Stecklein,8,0.0,3,0,0,3.0,1,11,11,Eliminated Week 3
17,Bill Nye,Tyne Stecklein,9,0.0,3,0,0,3.0,1,11,11,Eliminated Week 3
17,Bill Nye,Tyne Stecklein,10,0.0,4,0,0,3.0,1,11,11,Eliminated Week 3
17,Bill Nye,Tyne Stecklein,11,0.0,3,0,0,3.0,1,11,11,Eliminated Week 3
17,Brant Daugherty,Peta Murgatroyd,1,22.0,3,0,1,8.0,0,11,7,Eliminated Week 8
17,Brant Daugherty,Peta Murgatroyd,2,23.0,3,0,1,8.0,0,11,7,Eliminated Week 8
17,Brant Daugherty,Peta Murgatroyd,3,27.0,3,0,1,8.0,0,11,7,Eliminated Week 8
17,Brant Daugherty,Peta Murgatroyd,4,21.0,3,0,1,8.0,0,11,7,Eliminated Week 8
17,Brant Daugherty,Peta Murgatroyd,5,27.0,3,0,1,8.0,0,11,7,Eliminated Week 8
17,Brant Daugherty,Peta Murgatroyd,6,31.0,3,1,1,8.0,0,11,7,Eliminated Week 8
17,Brant Daugherty,Peta Murgatroyd,7,28.5,3,1,1,8.0,0,11,7,Eliminated Week 8
17,Brant Daugherty,Peta Murgatroyd,8,27.0,3,0,1,8.0,1,11,7,Eliminated Week 8
17,Brant Daugherty,Peta Murgatroyd,9,0.0,3,0,0,8.0,1,11,7,Eliminated Week 8
17,Brant Daugherty,Peta Murgatroyd,10,0.0,4,0,0,8.0,1,11,7,Eliminated Week 8
17,Brant Daugherty,Peta Murgatroyd,11,0.0,3,0,0,8.0,1,11,7,Eliminated Week 8
17,Christina Milian,Mark Ballas,1,22.0,3,0,1,5.0,0,11,9,Eliminated Week 5
17,Christina Milian,Mark Ballas,2,25.0,3,0,1,5.0,0,11,9,Eliminated Week 5
17,Christina Milian,Mark Ballas,3,26.0,3,0,1,5.0,0,11,9,Eliminated Week 5
17,Christina Milian,Mark Ballas,4,24.0,3,0,1,5.0,0,11,9,Eliminated Week 5
17,Christina Milian,Mark Ballas,5,28.0,3,0,1,5.0,1,11,9,Eliminated Week 5
17,Christina Milian,Mark Ballas,6,0.0,3,0,0,5.0,1,11,9,Eliminated Week 5
17,Christina Milian,Mark Ballas,7,0.0,3,0,0,5.0,1,11,9,Eliminated Week 5
17,Christina Milian,Mark Ballas,8,0.0,3,0,0,5.0,1,11,9,Eliminated Week 5
17,Christina Milian,Mark Ballas,9,0.0,3,0,0,5.0,1,11,9,Eliminated Week 5
17,Christina Milian,Mark Ballas,10,0.0,4,0,0,5.0,1,11,9,Eliminated Week 5
17,Christina Milian,Mark Ballas,11,0.0,3,0,0,5.0,1,11,9,Eliminated Week 5
17,Corbin Bleu,Karina Smirnoff,1,24.0,3,0,1,,0,11,2,2nd Place
17,Corbin Bleu,Karina Smirnoff,2,26.0,3,0,1,,0,11,2,2nd Place
17,Corbin Bleu,Karina Smirnoff,3,26.0,3,0,1,,0,11,2,2nd Place
17,Corbin Bleu,Karina Smirnoff,4,27.0,3,0,1,,0,11,2,2nd Place
17,Corbin Bleu,Karina Smirnoff,5,28.0,3,0,1,,0,11,2,2nd Place
17,Corbin Bleu,Karina Smirnoff,6,26.999899999999997,3,1,1,,0,11,2,2nd Place
17,Corbin Bleu,Karina Smirnoff,7,29.5,3,1,1,,0,11,2,2nd Place
17,Corbin Bleu,Karina Smirnoff,8,30.0,3,0,1,,0,11,2,2nd Place
17,Corbin Bleu,Karina Smirnoff,9,29.0,3,1,1,,0,11,2,2nd Place
17,Corbin Bleu,Karina Smirnoff,10,37.5,4,1,1,,0,11,2,2nd Place
17,Corbin Bleu,Karina Smirnoff,11,29.6664,3,1,1,,0,11,2,2nd Place
17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,1,24.0,3,0,1,9.0,0,11,6,Eliminated Week 9
17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,2,25.0,3,0,1,9.0,0,11,6,Eliminated Week 9
17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,3,25.0,3,0,1,9.0,0,11,6,Eliminated Week 9
17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,4,27.0,3,0,1,9.0,0,11,6,Eliminated Week 9
17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,5,26.0,3,0,1,9.0,0,11,6,Eliminated Week 9
17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,6,31.9998,3,1,1,9.0,0,11,6,Eliminated Week 9
17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,7,27.0,3,0,1,9.0,0,11,6,Eliminated Week 9
17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,8,25.0,3,0,1,9.0,0,11,6,Eliminated Week 9
17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,9,28.0,3,1,1,9.0,1,11,6,Eliminated Week 9
17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,10,0.0,4,0,0,9.0,1,11,6,Eliminated Week 9
17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,11,0.0,3,0,0,9.0,1,11,6,Eliminated Week 9
17,Jack Osbourne,Cheryl Burke,1,23.0,3,0,1,,0,11,3,3rd Place
17,Jack Osbourne,Cheryl Burke,2,24.0,3,0,1,,0,11,3,3rd Place
17,Jack Osbourne,Cheryl Burke,3,22.0,3,0,1,,0,11,3,3rd Place
17,Jack Osbourne,Cheryl Burke,4,24.0,3,0,1,,0,11,3,3rd Place
17,Jack Osbourne,Cheryl Burke,5,27.0,3,0,1,,0,11,3,3rd Place
17,Jack Osbourne,Cheryl Burke,6,26.9998,3,1,1,,0,11,3,3rd Place
17,Jack Osbourne,Cheryl Burke,7,28.5,3,1,1,,0,11,3,3rd Place
17,Jack Osbourne,Cheryl Burke,8,30.0,3,0,1,,0,11,3,3rd Place
17,Jack Osbourne,Cheryl Burke,9,27.0,3,0,1,,0,11,3,3rd Place
17,Jack Osbourne,Cheryl Burke,10,35.5,4,1,1,,0,11,3,3rd Place
17,Jack Osbourne,Cheryl Burke,11,27.999899999999997,3,1,1,,0,11,3,3rd Place
17,Keyshawn Johnson,Sharna Burgess,1,17.0,3,0,1,2.0,0,11,12,Eliminated Week 2
17,Keyshawn Johnson,Sharna Burgess,2,18.0,3,0,1,2.0,1,11,12,Eliminated Week 2
17,Keyshawn Johnson,Sharna Burgess,3,0.0,3,0,0,2.0,1,11,12,Eliminated Week 2
17,Keyshawn Johnson,Sharna Burgess,4,0.0,3,0,0,2.0,1,11,12,Eliminated Week 2
17,Keyshawn Johnson,Sharna Burgess,5,0.0,3,0,0,2.0,1,11,12,Eliminated Week 2
17,Keyshawn Johnson,Sharna Burgess,6,0.0,3,0,0,2.0,1,11,12,Eliminated Week 2
17,Keyshawn Johnson,Sharna Burgess,7,0.0,3,0,0,2.0,1,11,12,Eliminated Week 2
17,Keyshawn Johnson,Sharna Burgess,8,0.0,3,0,0,2.0,1,11,12,Eliminated Week 2
17,Keyshawn Johnson,Sharna Burgess,9,0.0,3,0,0,2.0,1,11,12,Eliminated Week 2
17,Keyshawn Johnson,Sharna Burgess,10,0.0,4,0,0,2.0,1,11,12,Eliminated Week 2
17,Keyshawn Johnson,Sharna Burgess,11,0.0,3,0,0,2.0,1,11,12,Eliminated Week 2
17,Leah Remini,Tony Dovolani,1,21.0,3,0,1,10.0,0,11,5,Eliminated Week 10
17,Leah Remini,Tony Dovolani,2,24.0,3,0,1,10.0,0,11,5,Eliminated Week 10
17,Leah Remini,Tony Dovolani,3,24.0,3,0,1,10.0,0,11,5,Eliminated Week 10
17,Leah Remini,Tony Dovolani,4,24.0,3,0,1,10.0,0,11,5,Eliminated Week 10
17,Leah Remini,Tony Dovolani,5,22.0,3,0,1,10.0,0,11,5,Eliminated Week 10
17,Leah Remini,Tony Dovolani,6,27.999899999999997,3,1,1,10.0,0,11,5,Eliminated Week 10
17,Leah Remini,Tony Dovolani,7,26.5,3,1,1,10.0,0,11,5,Eliminated Week 10
17,Leah Remini,Tony Dovolani,8,28.0,3,0,1,10.0,0,11,5,Eliminated Week 10
17,Leah Remini,Tony Dovolani,9,27.0,3,0,1,10.0,0,11,5,Eliminated Week 10
17,Leah Remini,Tony Dovolani,10,32.5,4,1,1,10.0,1,11,5,Eliminated Week 10
17,Leah Remini,Tony Dovolani,11,0.0,3,0,0,10.0,1,11,5,Eliminated Week 10
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,1,23.0,3,0,1,7.0,0,11,8,Eliminated Week 7
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,2,20.0,3,0,1,7.0,0,11,8,Eliminated Week 7
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,3,25.0,3,0,1,7.0,0,11,8,Eliminated Week 7
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,4,24.0,3,0,1,7.0,0,11,8,Eliminated Week 7
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,5,27.0,3,0,1,7.0,0,11,8,Eliminated Week 7
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,6,30.0,3,0,1,7.0,0,11,8,Eliminated Week 7
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,7,27.0,3,0,1,7.0,1,11,8,Eliminated Week 7
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,8,0.0,3,0,0,7.0,1,11,8,Eliminated Week 7
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,9,0.0,3,0,0,7.0,1,11,8,Eliminated Week 7
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,10,0.0,4,0,0,7.0,1,11,8,Eliminated Week 7
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,11,0.0,3,0,0,7.0,1,11,8,Eliminated Week 7
17,Valerie Harper,Tristan MacManus,1,21.0,3,0,1,4.0,0,11,10,Eliminated Week 4
17,Valerie Harper,Tristan MacManus,2,19.0,3,0,1,4.0,0,11,10,Eliminated Week 4
17,Valerie Harper,Tristan MacManus,3,16.0,3,0,1,4.0,0,11,10,Eliminated Week 4
17,Valerie Harper,Tristan MacManus,4,18.0,3,0,1,4.0,1,11,10,Eliminated Week 4
17,Valerie Harper,Tristan MacManus,5,0.0,3,0,0,4.0,1,11,10,Eliminated Week 4
