area_code,area_title,area_type,occ_code,occ_title,emp,a_mean,h_mean,a_median,h_median,a_pct10,a_pct25,a_pct75,a_pct90,oews_year,emp_2024,emp_2034,pct_change,annual_openings,labor_force_exits,occupational_transfers,total_separations,g_baseline
12700,"Barnstable Town, MA",4,47-2111,Electricians,350.0,73870.0,35.52,75180.0,36.14,38470.0,52000.0,92130.0,103760.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
12940,"Baton Rouge, LA",4,47-2111,Electricians,3180.0,65180.0,31.34,64410.0,30.97,47720.0,59690.0,73910.0,78670.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
12980,"Battle Creek, MI",4,47-2111,Electricians,180.0,66180.0,31.82,64380.0,30.95,37440.0,48630.0,79590.0,91540.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
13020,"Bay City, MI",4,47-2111,Electricians,220.0,65790.0,31.63,66770.0,32.1,41070.0,48520.0,79130.0,84280.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
13140,"Beaumont-Port Arthur, TX",4,47-2111,Electricians,1900.0,58760.0,28.25,59230.0,28.48,37050.0,45280.0,70530.0,75850.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
13220,"Beckley, WV",4,47-2111,Electricians,370.0,63910.0,30.73,62160.0,29.89,37790.0,49060.0,80950.0,88710.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
13380,"Bellingham, WA",4,47-2111,Electricians,540.0,90830.0,43.67,86170.0,41.43,53850.0,65540.0,121390.0,123930.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
13460,"Bend, OR",4,47-2111,Electricians,600.0,85780.0,41.24,80750.0,38.82,49200.0,62310.0,104490.0,124880.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
13740,"Billings, MT",4,47-2111,Electricians,460.0,72280.0,34.75,78160.0,37.58,48240.0,58920.0,81300.0,94780.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
13780,"Binghamton, NY",4,47-2111,Electricians,360.0,73200.0,35.19,78470.0,37.73,38690.0,51110.0,85290.0,100610.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
13820,"Birmingham, AL",4,47-2111,Electricians,2480.0,56010.0,26.93,53780.0,25.85,37940.0,45910.0,62740.0,76240.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
13900,"Bismarck, ND",4,47-2111,Electricians,380.0,64400.0,30.96,58300.0,28.03,38580.0,47560.0,80210.0,83680.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
13980,"Blacksburg-Christiansburg-Radford, VA",4,47-2111,Electricians,300.0,59270.0,28.5,58390.0,28.07,37320.0,50210.0,68930.0,76270.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
14010,"Bloomington, IL",4,47-2111,Electricians,300.0,81300.0,39.09,86650.0,41.66,46230.0,67800.0,98320.0,100650.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
14020,"Bloomington, IN",4,47-2111,Electricians,230.0,68780.0,33.07,64340.0,30.93,46080.0,51710.0,86910.0,92220.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
14260,"Boise City, ID",4,47-2111,Electricians,2350.0,60600.0,29.13,60240.0,28.96,38370.0,46820.0,77030.0,81010.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
14460,"Boston-Cambridge-Newton, MA-NH",4,47-2111,Electricians,12540.0,83410.0,40.1,83450.0,40.12,47970.0,60880.0,101390.0,128660.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
14540,"Bowling Green, KY",4,47-2111,Electricians,440.0,58920.0,28.33,55640.0,26.75,35580.0,47690.0,68580.0,90870.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
14580,"Bozeman, MT",4,47-2111,Electricians,430.0,68760.0,33.06,66760.0,32.1,48870.0,59910.0,79240.0,89230.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
14740,"Bremerton-Silverdale-Port Orchard, WA",4,47-2111,Electricians,1110.0,74610.0,35.87,75750.0,36.42,51250.0,59180.0,84780.0,99090.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
14860,"Bridgeport-Stamford-Danbury, CT",4,47-2111,Electricians,1690.0,75740.0,36.41,78270.0,37.63,46950.0,61990.0,88000.0,104500.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
15180,"Brownsville-Harlingen, TX",4,47-2111,Electricians,620.0,44770.0,21.53,44900.0,21.59,30120.0,35710.0,50130.0,60830.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
15260,"Brunswick-St. Simons, GA",4,47-2111,Electricians,150.0,56430.0,27.13,49670.0,23.88,37190.0,41500.0,62390.0,80400.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
15380,"Buffalo-Cheektowaga, NY",4,47-2111,Electricians,2260.0,75000.0,36.06,78590.0,37.78,42220.0,57090.0,90700.0,105350.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
15500,"Burlington, NC",4,47-2111,Electricians,290.0,51780.0,24.89,48230.0,23.19,37650.0,45280.0,60070.0,63430.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
15540,"Burlington-South Burlington, VT",4,47-2111,Electricians,570.0,64340.0,30.93,61340.0,29.49,47020.0,56090.0,72800.0,89920.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
15940,"Canton-Massillon, OH",4,47-2111,Electricians,1180.0,69010.0,33.18,81120.0,39.0,43710.0,59010.0,81120.0,81120.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
15980,"Cape Coral-Fort Myers, FL",4,47-2111,Electricians,1950.0,53700.0,25.82,50360.0,24.21,36960.0,46430.0,59770.0,65770.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
16020,"Cape Girardeau, MO-IL",4,47-2111,Electricians,140.0,58600.0,28.17,58160.0,27.96,36890.0,46230.0,71760.0,76010.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
16180,"Carson City, NV",4,47-2111,Electricians,300.0,76620.0,36.84,76950.0,37.0,45930.0,48890.0,102690.0,102690.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
16220,"Casper, WY",4,47-2111,Electricians,410.0,66070.0,31.77,66860.0,32.15,46740.0,50190.0,77770.0,92670.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
16300,"Cedar Rapids, IA",4,47-2111,Electricians,1590.0,55940.0,26.89,48770.0,23.45,38950.0,38950.0,64010.0,85470.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
16540,"Chambersburg, PA",4,47-2111,Electricians,110.0,60790.0,29.22,59860.0,28.78,36540.0,48280.0,72510.0,77140.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
16580,"Champaign-Urbana, IL",4,47-2111,Electricians,450.0,82490.0,39.66,91390.0,43.94,45390.0,61070.0,102920.0,102920.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
16620,"Charleston, WV",4,47-2111,Electricians,560.0,64970.0,31.24,62650.0,30.12,37800.0,47780.0,82060.0,90210.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
16700,"Charleston-North Charleston, SC",4,47-2111,Electricians,1730.0,58620.0,28.18,57220.0,27.51,44610.0,49480.0,64310.0,73940.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
16740,"Charlotte-Concord-Gastonia, NC-SC",4,47-2111,Electricians,6420.0,57300.0,27.55,55790.0,26.82,40680.0,48550.0,61970.0,73670.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
16820,"Charlottesville, VA",4,47-2111,Electricians,700.0,63300.0,30.43,62500.0,30.05,38170.0,47390.0,74270.0,101920.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
16860,"Chattanooga, TN-GA",4,47-2111,Electricians,2060.0,60110.0,28.9,58770.0,28.25,37210.0,47060.0,73450.0,77620.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
16940,"Cheyenne, WY",4,47-2111,Electricians,410.0,68300.0,32.84,72520.0,34.86,47440.0,56510.0,77410.0,84240.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
16980,"Chicago-Naperville-Elgin, IL-IN",4,47-2111,Electricians,16690.0,92320.0,44.39,99540.0,47.86,50310.0,70360.0,113580.0,120770.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
17020,"Chico, CA",4,47-2111,Electricians,330.0,76070.0,36.57,72620.0,34.91,48090.0,56860.0,94120.0,120850.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
17140,"Cincinnati, OH-KY-IN",4,47-2111,Electricians,5450.0,63350.0,30.46,62060.0,29.84,37870.0,47850.0,78120.0,90880.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
17300,"Clarksville, TN-KY",4,47-2111,Electricians,460.0,59830.0,28.77,57350.0,27.57,37760.0,47400.0,73520.0,81800.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
17410,"Cleveland, OH",4,47-2111,Electricians,4680.0,67840.0,32.62,65630.0,31.55,38190.0,49260.0,81230.0,97850.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
17420,"Cleveland, TN",4,47-2111,Electricians,160.0,57670.0,27.73,58350.0,28.05,39110.0,48710.0,62900.0,76570.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
17660,"Coeur d'Alene, ID",4,47-2111,Electricians,520.0,62130.0,29.87,61050.0,29.35,38290.0,46400.0,77640.0,91250.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
17780,"College Station-Bryan, TX",4,47-2111,Electricians,450.0,52030.0,25.02,49790.0,23.94,36570.0,42190.0,59640.0,72900.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
17860,"Columbia, MO",4,47-2111,Electricians,300.0,62570.0,30.08,58680.0,28.21,35720.0,45950.0,76900.0,98930.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
17900,"Columbia, SC",4,47-2111,Electricians,1090.0,61610.0,29.62,61220.0,29.43,41140.0,49060.0,76230.0,76230.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
17980,"Columbus, GA-AL",4,47-2111,Electricians,410.0,51590.0,24.8,49380.0,23.74,35510.0,39670.0,59860.0,72660.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
18020,"Columbus, IN",4,47-2111,Electricians,270.0,72560.0,34.89,80850.0,38.87,48970.0,58930.0,82480.0,83330.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
18140,"Columbus, OH",4,47-2111,Electricians,5390.0,66040.0,31.75,63160.0,30.36,37960.0,48710.0,79540.0,92800.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
18580,"Corpus Christi, TX",4,47-2111,Electricians,980.0,55570.0,26.72,55370.0,26.62,36410.0,45500.0,62300.0,73780.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
18700,"Corvallis, OR",4,47-2111,Electricians,70.0,88650.0,42.62,97320.0,46.79,57840.0,72670.0,99650.0,112320.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
18880,"Crestview-Fort Walton Beach-Destin, FL",4,47-2111,Electricians,580.0,55240.0,26.56,53020.0,25.49,37290.0,46110.0,61690.0,75460.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
19100,"Dallas-Fort Worth-Arlington, TX",4,47-2111,Electricians,20770.0,59400.0,28.56,57760.0,27.77,38450.0,47830.0,69940.0,80930.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
19140,"Dalton, GA",4,47-2111,Electricians,190.0,62270.0,29.94,57900.0,27.84,36840.0,45370.0,77570.0,102610.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
19300,"Daphne-Fairhope-Foley, AL",4,47-2111,Electricians,360.0,51910.0,24.96,49490.0,23.79,37230.0,44100.0,58980.0,67590.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
19340,"Davenport-Moline-Rock Island, IA-IL",4,47-2111,Electricians,1350.0,71430.0,34.34,78410.0,37.7,39800.0,51280.0,82100.0,98960.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
19430,"Dayton-Kettering-Beavercreek, OH",4,47-2111,Electricians,1790.0,61190.0,29.42,61390.0,29.51,36460.0,46720.0,75740.0,80120.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
19460,"Decatur, AL",4,47-2111,Electricians,450.0,72330.0,34.77,61990.0,29.8,38620.0,49180.0,98220.0,129770.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
19500,"Decatur, IL",4,47-2111,Electricians,440.0,88500.0,42.55,102960.0,49.5,49510.0,74930.0,106060.0,112460.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,47-2111,Electricians,1120.0,51250.0,24.64,49150.0,23.63,35770.0,40610.0,57260.0,63150.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
19780,"Des Moines-West Des Moines, IA",4,47-2111,Electricians,2440.0,67140.0,32.28,64650.0,31.08,39120.0,49020.0,83000.0,94330.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
19820,"Detroit-Warren-Dearborn, MI",4,47-2111,Electricians,11840.0,75730.0,36.41,80330.0,38.62,44640.0,58260.0,91110.0,102850.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
20020,"Dothan, AL",4,47-2111,Electricians,220.0,49370.0,23.74,46960.0,22.58,35400.0,37500.0,55680.0,67680.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
20100,"Dover, DE",4,47-2111,Electricians,350.0,60360.0,29.02,58420.0,28.09,36350.0,46210.0,71010.0,82490.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
20220,"Dubuque, IA",4,47-2111,Electricians,200.0,64220.0,30.87,63810.0,30.68,40750.0,49020.0,77790.0,79580.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
20260,"Duluth, MN-WI",4,47-2111,Electricians,680.0,77380.0,37.2,83970.0,40.37,46970.0,59170.0,95930.0,98870.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
20500,"Durham-Chapel Hill, NC",4,47-2111,Electricians,1480.0,61400.0,29.52,57700.0,27.74,45650.0,55270.0,66720.0,78300.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
20580,"Eagle Pass, TX",4,47-2111,Electricians,60.0,47600.0,22.88,45700.0,21.97,25350.0,32860.0,57460.0,70750.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
20740,"Eau Claire, WI",4,47-2111,Electricians,320.0,71090.0,34.18,73840.0,35.5,44860.0,57300.0,90100.0,94620.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
20940,"El Centro, CA",4,47-2111,Electricians,160.0,79350.0,38.15,75580.0,36.34,47710.0,59520.0,97930.0,117890.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
21060,"Elizabethtown, KY",4,47-2111,Electricians,420.0,54320.0,26.12,53020.0,25.49,35040.0,45700.0,59300.0,69040.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
21140,"Elkhart-Goshen, IN",4,47-2111,Electricians,510.0,54110.0,26.02,50500.0,24.28,24890.0,39070.0,65860.0,80510.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
21300,"Elmira, NY",4,47-2111,Electricians,120.0,65510.0,31.49,66760.0,32.1,33580.0,43640.0,85860.0,92090.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
21340,"El Paso, TX",4,47-2111,Electricians,1460.0,49760.0,23.92,46580.0,22.4,31200.0,37250.0,57750.0,69520.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
21420,"Enid, OK",4,47-2111,Electricians,180.0,58420.0,28.09,51960.0,24.98,34210.0,34380.0,77530.0,82180.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
21500,"Erie, PA",4,47-2111,Electricians,380.0,66300.0,31.87,64980.0,31.24,38870.0,49300.0,83220.0,91870.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
21660,"Eugene-Springfield, OR",4,47-2111,Electricians,700.0,84140.0,40.45,84440.0,40.6,48620.0,63310.0,100660.0,119540.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
21780,"Evansville, IN",4,47-2111,Electricians,1020.0,68830.0,33.09,77000.0,37.02,39670.0,53420.0,78320.0,93110.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
21820,"Fairbanks-College, AK",4,47-2111,Electricians,270.0,83810.0,40.3,93710.0,45.05,57520.0,65710.0,98740.0,98740.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
22020,"Fargo, ND-MN",4,47-2111,Electricians,860.0,69260.0,33.3,73560.0,35.37,41560.0,51620.0,81750.0,97300.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
22140,"Farmington, NM",4,47-2111,Electricians,360.0,64380.0,30.95,59050.0,28.39,36520.0,49400.0,74950.0,109990.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
22180,"Fayetteville, NC",4,47-2111,Electricians,800.0,57340.0,27.57,54190.0,26.05,43170.0,48690.0,62920.0,81360.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
22220,"Fayetteville-Springdale-Rogers, AR",4,47-2111,Electricians,2010.0,53460.0,25.7,51030.0,24.54,36100.0,39540.0,63030.0,70970.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
22380,"Flagstaff, AZ",4,47-2111,Electricians,300.0,60560.0,29.12,60150.0,28.92,46520.0,47320.0,72790.0,80800.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
22420,"Flint, MI",4,47-2111,Electricians,780.0,72980.0,35.09,78840.0,37.9,38050.0,54070.0,89760.0,100170.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
22500,"Florence, SC",4,47-2111,Electricians,260.0,55480.0,26.67,51400.0,24.71,41380.0,47180.0,61540.0,73450.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
22520,"Florence-Muscle Shoals, AL",4,47-2111,Electricians,490.0,58430.0,28.09,56650.0,27.23,37020.0,42190.0,69770.0,95310.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
22540,"Fond du Lac, WI",4,47-2111,Electricians,180.0,75750.0,36.42,78840.0,37.9,48450.0,58780.0,84350.0,100140.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
22900,"Fort Smith, AR-OK",4,47-2111,Electricians,380.0,51530.0,24.77,49510.0,23.8,34320.0,38650.0,59890.0,73330.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
23060,"Fort Wayne, IN",4,47-2111,Electricians,1450.0,64650.0,31.08,66510.0,31.98,41980.0,50590.0,77620.0,84340.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
23420,"Fresno, CA",4,47-2111,Electricians,1850.0,74410.0,35.77,68410.0,32.89,44070.0,49600.0,92520.0,119260.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
23460,"Gadsden, AL",4,47-2111,Electricians,110.0,46190.0,22.21,44740.0,21.51,33070.0,36810.0,53830.0,59530.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
23540,"Gainesville, FL",4,47-2111,Electricians,570.0,53150.0,25.55,50010.0,24.04,37530.0,47280.0,57990.0,64860.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
23580,"Gainesville, GA",4,47-2111,Electricians,250.0,59460.0,28.59,57010.0,27.41,39540.0,46420.0,68820.0,78500.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
23900,"Gettysburg, PA",4,47-2111,Electricians,130.0,61950.0,29.78,60120.0,28.9,39970.0,47550.0,73010.0,77760.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
24020,"Glens Falls, NY",4,47-2111,Electricians,190.0,75160.0,36.13,71920.0,34.58,43150.0,53420.0,103070.0,114650.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
24140,"Goldsboro, NC",4,47-2111,Electricians,140.0,50700.0,24.38,46480.0,22.35,37400.0,41480.0,58150.0,66350.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
24220,"Grand Forks, ND-MN",4,47-2111,Electricians,290.0,67860.0,32.63,66310.0,31.88,37930.0,51280.0,79470.0,99570.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
24260,"Grand Island, NE",4,47-2111,Electricians,220.0,55430.0,26.65,51140.0,24.59,36940.0,47360.0,62610.0,75150.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
24340,"Grand Rapids-Wyoming-Kentwood, MI",4,47-2111,Electricians,2980.0,65560.0,31.52,62340.0,29.97,38460.0,47730.0,79810.0,95960.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
24420,"Grants Pass, OR",4,47-2111,Electricians,60.0,82720.0,39.77,80190.0,38.55,51130.0,60110.0,101310.0,123640.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
24500,"Great Falls, MT",4,47-2111,Electricians,120.0,69450.0,33.39,74580.0,35.86,46810.0,58260.0,77840.0,84590.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
24580,"Green Bay, WI",4,47-2111,Electricians,840.0,69930.0,33.62,74080.0,35.62,45160.0,52030.0,84330.0,95540.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
24660,"Greensboro-High Point, NC",4,47-2111,Electricians,1800.0,54960.0,26.42,56550.0,27.19,39030.0,47190.0,60930.0,68190.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
24780,"Greenville, NC",4,47-2111,Electricians,470.0,53880.0,25.9,53480.0,25.71,38750.0,47750.0,60400.0,64690.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
24860,"Greenville-Anderson-Greer, SC",4,47-2111,Electricians,1590.0,60150.0,28.92,61480.0,29.56,42610.0,48120.0,65010.0,76880.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
25060,"Gulfport-Biloxi, MS",4,47-2111,Electricians,2030.0,58830.0,28.28,60870.0,29.27,45840.0,55050.0,60870.0,66410.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
25180,"Hagerstown-Martinsburg, MD-WV",4,47-2111,Electricians,440.0,66900.0,32.16,61830.0,29.73,43750.0,51810.0,79500.0,96260.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
25220,"Hammond, LA",4,47-2111,Electricians,130.0,55100.0,26.49,53780.0,25.86,35830.0,46160.0,60060.0,74520.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
25260,"Hanford-Corcoran, CA",4,47-2111,Electricians,160.0,73900.0,35.53,68370.0,32.87,43270.0,58460.0,87850.0,106560.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
25420,"Harrisburg-Carlisle, PA",4,47-2111,Electricians,960.0,72690.0,34.95,70640.0,33.96,41920.0,51910.0,84130.0,103200.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
25500,"Harrisonburg, VA",4,47-2111,Electricians,360.0,61400.0,29.52,61650.0,29.64,39970.0,46970.0,76560.0,80660.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
25540,"Hartford-West Hartford-East Hartford, CT",4,47-2111,Electricians,2820.0,74020.0,35.59,76790.0,36.92,46900.0,62290.0,89090.0,99040.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
25620,"Hattiesburg, MS",4,47-2111,Electricians,220.0,52660.0,25.32,47330.0,22.76,31870.0,38350.0,63160.0,89580.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
25740,"Helena, MT",4,47-2111,Electricians,240.0,64930.0,31.22,62880.0,30.23,47950.0,49650.0,75970.0,79240.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
25860,"Hickory-Lenoir-Morganton, NC",4,47-2111,Electricians,690.0,54140.0,26.03,52620.0,25.3,38290.0,46230.0,60790.0,67530.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
25940,"Hilton Head Island-Bluffton-Port Royal, SC",4,47-2111,Electricians,220.0,54600.0,26.25,47950.0,23.05,39690.0,46310.0,61450.0,69160.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
25980,"Hinesville, GA",4,47-2111,Electricians,40.0,66210.0,31.83,62150.0,29.88,47160.0,60790.0,70620.0,84660.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
26140,"Homosassa Springs, FL",4,47-2111,Electricians,210.0,51590.0,24.8,47790.0,22.97,36140.0,41000.0,56770.0,68290.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
26300,"Hot Springs, AR",4,47-2111,Electricians,260.0,47070.0,22.63,45770.0,22.01,30920.0,36520.0,57400.0,61790.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
26380,"Houma-Bayou Cane-Thibodaux, LA",4,47-2111,Electricians,550.0,58030.0,27.9,57560.0,27.67,41050.0,46950.0,65810.0,75760.0,2024,818.7,896.1,9.5,81.0,27.0,46.2,8.5,0.009074354314209776
