area_code,area_title,area_type,occ_code,occ_title,emp,a_mean,h_mean,a_median,h_median,a_pct10,a_pct25,a_pct75,a_pct90,oews_year
99,U.S.,1,17-2110,"Industrial Engineers, Including Health and Safety",373440.0,108260.0,52.05,101490.0,48.79,69390.0,81990.0,127810.0,158310.0,2024
99,U.S.,1,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",23220.0,113770.0,54.7,109660.0,52.72,62050.0,85400.0,136150.0,166670.0,2024
99,U.S.,1,17-2112,Industrial Engineers,350230.0,107900.0,51.87,101140.0,48.63,70000.0,81910.0,127480.0,157140.0,2024
99,U.S.,1,17-2120,Marine Engineers and Naval Architects,8440.0,116680.0,56.1,105670.0,50.8,79700.0,88480.0,133780.0,167660.0,2024
99,U.S.,1,17-2121,Marine Engineers and Naval Architects,8440.0,116680.0,56.1,105670.0,50.8,79700.0,88480.0,133780.0,167660.0,2024
99,U.S.,1,17-2130,Materials Engineers,22770.0,116380.0,55.95,108310.0,52.07,68040.0,85820.0,138370.0,172000.0,2024
99,U.S.,1,17-2131,Materials Engineers,22770.0,116380.0,55.95,108310.0,52.07,68040.0,85820.0,138370.0,172000.0,2024
99,U.S.,1,17-2140,Mechanical Engineers,286760.0,110080.0,52.92,102320.0,49.19,68740.0,81800.0,130290.0,161240.0,2024
99,U.S.,1,17-2141,Mechanical Engineers,286760.0,110080.0,52.92,102320.0,49.19,68740.0,81800.0,130290.0,161240.0,2024
99,U.S.,1,17-2150,"Mining and Geological Engineers, Including Mining Safety Engineers",6770.0,108940.0,52.37,101020.0,48.57,62500.0,81040.0,129860.0,163740.0,2024
99,U.S.,1,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",6770.0,108940.0,52.37,101020.0,48.57,62500.0,81040.0,129860.0,163740.0,2024
99,U.S.,1,17-2160,Nuclear Engineers,14740.0,134980.0,64.89,127520.0,61.31,88290.0,103010.0,157600.0,187430.0,2024
99,U.S.,1,17-2161,Nuclear Engineers,14740.0,134980.0,64.89,127520.0,61.31,88290.0,103010.0,157600.0,187430.0,2024
99,U.S.,1,17-2170,Petroleum Engineers,18970.0,153560.0,73.83,141280.0,67.92,78840.0,107330.0,191100.0,228790.0,2024
99,U.S.,1,17-2171,Petroleum Engineers,18970.0,153560.0,73.83,141280.0,67.92,78840.0,107330.0,191100.0,228790.0,2024
99,U.S.,1,17-2190,Miscellaneous Engineers,150750.0,121720.0,58.52,117750.0,56.61,62840.0,85750.0,152670.0,183510.0,2024
99,U.S.,1,17-2199,"Engineers, All Other",150750.0,121720.0,58.52,117750.0,56.61,62840.0,85750.0,152670.0,183510.0,2024
99,U.S.,1,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",623870.0,71540.0,34.39,66390.0,31.92,44480.0,53010.0,83360.0,103510.0,2024
99,U.S.,1,17-3010,Drafters,185470.0,70760.0,34.02,65380.0,31.44,44960.0,54270.0,81250.0,101020.0,2024
99,U.S.,1,17-3011,Architectural and Civil Drafters,109550.0,68860.0,33.11,64280.0,30.9,44040.0,52880.0,79510.0,98190.0,2024
99,U.S.,1,17-3012,Electrical and Electronics Drafters,20020.0,77960.0,37.48,73720.0,35.44,48680.0,58800.0,91780.0,110180.0,2024
99,U.S.,1,17-3013,Mechanical Drafters,39900.0,74040.0,35.59,68510.0,32.94,46500.0,56470.0,85580.0,107600.0,2024
99,U.S.,1,17-3019,"Drafters, All Other",16010.0,66530.0,31.99,62010.0,29.81,42170.0,50970.0,77750.0,96620.0,2024
99,U.S.,1,17-3020,"Engineering Technologists and Technicians, Except Drafters",381680.0,74100.0,35.63,70070.0,33.69,46300.0,56250.0,86200.0,106440.0,2024
99,U.S.,1,17-3021,Aerospace Engineering and Operations Technologists and Technicians,9060.0,86330.0,41.5,79830.0,38.38,53730.0,64570.0,102220.0,120440.0,2024
99,U.S.,1,17-3022,Civil Engineering Technologists and Technicians,62130.0,68450.0,32.91,64200.0,30.86,43550.0,51730.0,79550.0,97840.0,2024
99,U.S.,1,17-3023,Electrical and Electronic Engineering Technologists and Technicians,92710.0,78580.0,37.78,77180.0,37.11,48250.0,60610.0,94810.0,111790.0,2024
99,U.S.,1,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,14680.0,75710.0,36.4,70760.0,34.02,47770.0,58570.0,87320.0,109580.0,2024
99,U.S.,1,17-3025,Environmental Engineering Technologists and Technicians,12500.0,63070.0,30.32,58890.0,28.31,39670.0,48250.0,75290.0,92280.0,2024
99,U.S.,1,17-3026,Industrial Engineering Technologists and Technicians,73410.0,69780.0,33.55,64790.0,31.15,46370.0,53230.0,79040.0,97670.0,2024
99,U.S.,1,17-3027,Mechanical Engineering Technologists and Technicians,37450.0,72450.0,34.83,68730.0,33.04,46940.0,57330.0,82980.0,100890.0,2024
99,U.S.,1,17-3028,Calibration Technologists and Technicians,15320.0,71080.0,34.18,65040.0,31.27,44730.0,52250.0,83600.0,105440.0,2024
99,U.S.,1,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",64410.0,79740.0,38.34,77390.0,37.21,47010.0,59700.0,97760.0,114630.0,2024
99,U.S.,1,17-3030,Surveying and Mapping Technicians,56720.0,56890.0,27.35,51940.0,24.97,36910.0,44180.0,65240.0,80870.0,2024
99,U.S.,1,17-3031,Surveying and Mapping Technicians,56720.0,56890.0,27.35,51940.0,24.97,36910.0,44180.0,65240.0,80870.0,2024
99,U.S.,1,19-0000,"Life, Physical, and Social Science Occupations",1446770.0,89690.0,43.12,78980.0,37.97,45480.0,59050.0,107440.0,145910.0,2024
99,U.S.,1,19-1000,Life Scientists,374670.0,101980.0,49.03,90500.0,43.51,54430.0,67110.0,127520.0,163500.0,2024
99,U.S.,1,19-1010,Agricultural and Food Scientists,33440.0,88590.0,42.59,78770.0,37.87,47050.0,60900.0,104170.0,140080.0,2024
99,U.S.,1,19-1011,Animal Scientists,2470.0,104970.0,50.47,79120.0,38.04,48440.0,59610.0,128450.0,235750.0,2024
99,U.S.,1,19-1012,Food Scientists and Technologists,14370.0,92190.0,44.32,85310.0,41.02,49580.0,65240.0,111700.0,141860.0,2024
99,U.S.,1,19-1013,Soil and Plant Scientists,16600.0,83040.0,39.92,71410.0,34.33,45320.0,57950.0,98110.0,131440.0,2024
99,U.S.,1,19-1020,Biological Scientists,130910.0,100730.0,48.43,93340.0,44.88,54120.0,67720.0,125990.0,161990.0,2024
99,U.S.,1,19-1021,Biochemists and Biophysicists,34520.0,115570.0,55.56,103650.0,49.83,64890.0,78730.0,134460.0,168900.0,2024
99,U.S.,1,19-1022,Microbiologists,19760.0,95200.0,45.77,87330.0,41.98,51220.0,63920.0,120750.0,150650.0,2024
99,U.S.,1,19-1023,Zoologists and Wildlife Biologists,16920.0,77920.0,37.46,72860.0,35.03,48240.0,58360.0,90590.0,113350.0,2024
99,U.S.,1,19-1029,"Biological Scientists, All Other",59710.0,100440.0,48.29,93330.0,44.87,54500.0,67950.0,121350.0,159780.0,2024
99,U.S.,1,19-1030,Conservation Scientists and Foresters,35250.0,74410.0,35.77,69060.0,33.2,45880.0,55500.0,87050.0,106660.0,2024
99,U.S.,1,19-1031,Conservation Scientists,25590.0,74310.0,35.73,67950.0,32.67,45260.0,53190.0,87980.0,107720.0,2024
99,U.S.,1,19-1032,Foresters,9650.0,74670.0,35.9,70660.0,33.97,49240.0,58810.0,85450.0,103220.0,2024
99,U.S.,1,19-1040,Medical Scientists,167760.0,111430.0,53.57,99770.0,47.97,61770.0,76820.0,132900.0,167600.0,2024
99,U.S.,1,19-1041,Epidemiologists,11460.0,94160.0,45.27,83980.0,40.38,56950.0,68040.0,106040.0,134860.0,2024
99,U.S.,1,19-1042,"Medical Scientists, Except Epidemiologists",156300.0,112690.0,54.18,100590.0,48.36,61860.0,77260.0,133870.0,168210.0,2024
99,U.S.,1,19-1090,Miscellaneous Life Scientists,7320.0,101940.0,49.01,87800.0,42.21,52360.0,66340.0,123720.0,168860.0,2024
99,U.S.,1,19-1099,"Life Scientists, All Other",7320.0,101940.0,49.01,87800.0,42.21,52360.0,66340.0,123720.0,168860.0,2024
99,U.S.,1,19-2000,Physical Scientists,259000.0,104070.0,50.03,92750.0,44.59,53870.0,66800.0,129100.0,169070.0,2024
99,U.S.,1,19-2010,Astronomers and Physicists,22900.0,163850.0,78.77,166290.0,79.95,78590.0,113860.0,210260.0,,2024
99,U.S.,1,19-2011,Astronomers,1560.0,134430.0,64.63,132170.0,63.54,70730.0,94990.0,177690.0,191880.0,2024
99,U.S.,1,19-2012,Physicists,21340.0,166000.0,79.81,166290.0,79.95,80020.0,117450.0,210260.0,,2024
99,U.S.,1,19-2020,Atmospheric and Space Scientists,8780.0,103980.0,49.99,97450.0,46.85,49990.0,69440.0,128940.0,160710.0,2024
99,U.S.,1,19-2021,Atmospheric and Space Scientists,8780.0,103980.0,49.99,97450.0,46.85,49990.0,69440.0,128940.0,160710.0,2024
99,U.S.,1,19-2030,Chemists and Materials Scientists,91580.0,97350.0,46.8,86620.0,41.64,54160.0,64880.0,123170.0,156530.0,2024
99,U.S.,1,19-2031,Chemists,83250.0,95940.0,46.13,84150.0,40.46,53210.0,63930.0,120210.0,154430.0,2024
99,U.S.,1,19-2032,Materials Scientists,8330.0,111410.0,53.56,104160.0,50.08,61460.0,79980.0,134140.0,168500.0,2024
99,U.S.,1,19-2040,Environmental Scientists and Geoscientists,113160.0,93630.0,45.02,82660.0,39.74,51200.0,63540.0,109500.0,145450.0,2024
99,U.S.,1,19-2041,"Environmental Scientists and Specialists, Including Health",84930.0,88640.0,42.62,80060.0,38.49,50130.0,62090.0,103730.0,134830.0,2024
99,U.S.,1,19-2042,"Geoscientists, Except Hydrologists and Geographers",22510.0,111310.0,53.52,99240.0,47.71,58790.0,72440.0,134350.0,178880.0,2024
99,U.S.,1,19-2043,Hydrologists,5720.0,98130.0,47.18,92060.0,44.26,60010.0,73330.0,114940.0,139420.0,2024
99,U.S.,1,19-2090,Miscellaneous Physical Scientists,22580.0,123070.0,59.17,117960.0,56.71,61990.0,82450.0,154900.0,191880.0,2024
99,U.S.,1,19-2099,"Physical Scientists, All Other",22580.0,123070.0,59.17,117960.0,56.71,61990.0,82450.0,154900.0,191880.0,2024
99,U.S.,1,19-3000,Social Scientists and Related Workers,279960.0,101290.0,48.7,92900.0,44.66,53840.0,70310.0,124860.0,157950.0,2024
99,U.S.,1,19-3010,Economists,15880.0,130910.0,62.94,115440.0,55.5,62340.0,82260.0,166030.0,212710.0,2024
99,U.S.,1,19-3011,Economists,15880.0,130910.0,62.94,115440.0,55.5,62340.0,82260.0,166030.0,212710.0,2024
99,U.S.,1,19-3020,Survey Researchers,7720.0,73470.0,35.32,63380.0,30.47,36950.0,46110.0,85370.0,118730.0,2024
99,U.S.,1,19-3022,Survey Researchers,7720.0,73470.0,35.32,63380.0,30.47,36950.0,46110.0,85370.0,118730.0,2024
99,U.S.,1,19-3030,Psychologists,154860.0,102100.0,49.09,94310.0,45.34,54860.0,71140.0,126340.0,157330.0,2024
99,U.S.,1,19-3032,Industrial-Organizational Psychologists,1050.0,134400.0,64.62,109840.0,52.81,51880.0,80790.0,198170.0,224590.0,2024
99,U.S.,1,19-3033,Clinical and Counseling Psychologists,72190.0,106850.0,51.37,95830.0,46.07,50470.0,67470.0,131510.0,170150.0,2024
99,U.S.,1,19-3034,School Psychologists,63830.0,93610.0,45.01,86930.0,41.79,60880.0,73240.0,108210.0,132320.0,2024
99,U.S.,1,19-3039,"Psychologists, All Other",17790.0,111340.0,53.53,117580.0,56.53,51410.0,73820.0,145200.0,163570.0,2024
99,U.S.,1,19-3040,Sociologists,2950.0,111670.0,53.69,101690.0,48.89,60710.0,78150.0,134780.0,168590.0,2024
99,U.S.,1,19-3041,Sociologists,2950.0,111670.0,53.69,101690.0,48.89,60710.0,78150.0,134780.0,168590.0,2024
99,U.S.,1,19-3050,Urban and Regional Planners,43040.0,89730.0,43.14,83720.0,40.25,55590.0,66210.0,104450.0,128550.0,2024
99,U.S.,1,19-3051,Urban and Regional Planners,43040.0,89730.0,43.14,83720.0,40.25,55590.0,66210.0,104450.0,128550.0,2024
99,U.S.,1,19-3090,Miscellaneous Social Scientists and Related Workers,55510.0,102840.0,49.44,96660.0,46.47,55580.0,73570.0,127210.0,162610.0,2024
99,U.S.,1,19-3091,Anthropologists and Archeologists,8070.0,71070.0,34.17,64910.0,31.21,44510.0,51240.0,83080.0,104510.0,2024
99,U.S.,1,19-3092,Geographers,1380.0,98160.0,47.19,97200.0,46.73,62390.0,75590.0,117190.0,133680.0,2024
99,U.S.,1,19-3093,Historians,3140.0,78470.0,37.73,74050.0,35.6,38630.0,55190.0,96330.0,128500.0,2024
99,U.S.,1,19-3094,Political Scientists,5950.0,137600.0,66.15,139380.0,67.01,74750.0,103030.0,172050.0,191880.0,2024
99,U.S.,1,19-3099,"Social Scientists and Related Workers, All Other",36970.0,106440.0,51.17,100340.0,48.24,62570.0,79210.0,127880.0,160810.0,2024
99,U.S.,1,19-4000,"Life, Physical, and Social Science Technicians",373260.0,61200.0,29.42,55810.0,26.83,36830.0,45070.0,72510.0,94100.0,2024
99,U.S.,1,19-4010,Agricultural and Food Science Technicians,28550.0,52030.0,25.01,48480.0,23.31,35610.0,40240.0,60250.0,71710.0,2024
99,U.S.,1,19-4012,Agricultural Technicians,14340.0,49680.0,23.88,46790.0,22.49,32860.0,38480.0,59370.0,69010.0,2024
99,U.S.,1,19-4013,Food Science Technicians,14200.0,54400.0,26.15,49430.0,23.76,37760.0,43990.0,60940.0,75100.0,2024
99,U.S.,1,19-4020,Biological Technicians,76190.0,58020.0,27.89,52000.0,25.0,38060.0,45380.0,66410.0,81990.0,2024
99,U.S.,1,19-4021,Biological Technicians,76190.0,58020.0,27.89,52000.0,25.0,38060.0,45380.0,66410.0,81990.0,2024
99,U.S.,1,19-4030,Chemical Technicians,55640.0,61300.0,29.47,57790.0,27.78,39030.0,46680.0,72940.0,90990.0,2024
99,U.S.,1,19-4031,Chemical Technicians,55640.0,61300.0,29.47,57790.0,27.78,39030.0,46680.0,72940.0,90990.0,2024
99,U.S.,1,19-4040,Environmental Science and Geoscience Technicians,52030.0,57470.0,27.63,49690.0,23.89,35730.0,38920.0,64950.0,88500.0,2024
99,U.S.,1,19-4042,"Environmental Science and Protection Technicians, Including Health",39390.0,56770.0,27.29,49490.0,23.79,36130.0,38050.0,64170.0,85630.0,2024
99,U.S.,1,19-4043,"Geological Technicians, Except Hydrologic Technicians",9710.0,58220.0,27.99,48390.0,23.27,32830.0,39200.0,64470.0,92210.0,2024
99,U.S.,1,19-4044,Hydrologic Technicians,2940.0,64410.0,30.97,58570.0,28.16,40330.0,47450.0,79790.0,94310.0,2024
99,U.S.,1,19-4050,Nuclear Technicians,5990.0,100730.0,48.43,104240.0,50.11,64370.0,83330.0,113710.0,126890.0,2024
99,U.S.,1,19-4051,Nuclear Technicians,5990.0,100730.0,48.43,104240.0,50.11,64370.0,83330.0,113710.0,126890.0,2024
99,U.S.,1,19-4060,Social Science Research Assistants,32940.0,63560.0,30.56,58040.0,27.9,36410.0,46190.0,73060.0,100620.0,2024
99,U.S.,1,19-4061,Social Science Research Assistants,32940.0,63560.0,30.56,58040.0,27.9,36410.0,46190.0,73060.0,100620.0,2024
99,U.S.,1,19-4070,Forest and Conservation Technicians,31080.0,56660.0,27.24,54310.0,26.11,36190.0,42560.0,66020.0,80790.0,2024
99,U.S.,1,19-4071,Forest and Conservation Technicians,31080.0,56660.0,27.24,54310.0,26.11,36190.0,42560.0,66020.0,80790.0,2024
99,U.S.,1,19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",90840.0,66910.0,32.17,61570.0,29.6,38320.0,47370.0,79360.0,102280.0,2024
99,U.S.,1,19-4092,Forensic Science Technicians,19450.0,75260.0,36.18,67440.0,32.42,45560.0,53310.0,88710.0,110710.0,2024
99,U.S.,1,19-4099,"Life, Physical, and Social Science Technicians, All Other",71400.0,64640.0,31.08,60130.0,28.91,37310.0,46270.0,77990.0,101870.0,2024
99,U.S.,1,19-5000,Occupational Health and Safety Specialists and Technicians,159880.0,83770.0,40.27,78900.0,37.93,47790.0,59620.0,101490.0,127140.0,2024
99,U.S.,1,19-5010,Occupational Health and Safety Specialists and Technicians,159880.0,83770.0,40.27,78900.0,37.93,47790.0,59620.0,101490.0,127140.0,2024
99,U.S.,1,19-5011,Occupational Health and Safety Specialists,128430.0,88660.0,42.63,83910.0,40.34,50610.0,64410.0,105390.0,130460.0,2024
99,U.S.,1,19-5012,Occupational Health and Safety Technicians,31450.0,63800.0,30.67,58440.0,28.1,40550.0,49510.0,74810.0,94670.0,2024
99,U.S.,1,21-0000,Community and Social Service Occupations,2569630.0,63030.0,30.31,57530.0,27.66,37710.0,45700.0,75080.0,96710.0,2024
99,U.S.,1,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",2477920.0,62980.0,30.28,57480.0,27.64,37830.0,45750.0,75090.0,96620.0,2024
99,U.S.,1,21-1010,Counselors,970870.0,66370.0,31.91,60200.0,28.94,39090.0,47350.0,78230.0,100680.0,2024
99,U.S.,1,21-1012,"Educational, Guidance, and Career Counselors and Advisors",342350.0,71520.0,34.38,65140.0,31.32,43580.0,51690.0,83490.0,105870.0,2024
99,U.S.,1,21-1013,Marriage and Family Therapists,65870.0,72720.0,34.96,63780.0,30.66,42610.0,48600.0,85020.0,111610.0,2024
99,U.S.,1,21-1015,Rehabilitation Counselors,88930.0,51260.0,24.64,46110.0,22.17,34480.0,38700.0,59040.0,77200.0,2024
99,U.S.,1,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",440380.0,65100.0,31.3,59190.0,28.46,39090.0,47170.0,76230.0,98210.0,2024
99,U.S.,1,21-1019,"Counselors, All Other",33340.0,58070.0,27.92,49830.0,23.96,36160.0,42760.0,66510.0,91420.0,2024
99,U.S.,1,21-1020,Social Workers,759740.0,67050.0,32.23,61330.0,29.49,41580.0,48680.0,78500.0,99500.0,2024
99,U.S.,1,21-1021,"Child, Family, and School Social Workers",382960.0,62920.0,30.25,58570.0,28.16,40580.0,47480.0,74060.0,94030.0,2024
99,U.S.,1,21-1022,Healthcare Social Workers,185940.0,72030.0,34.63,68090.0,32.74,45030.0,55360.0,83410.0,100870.0,2024
99,U.S.,1,21-1023,Mental Health and Substance Abuse Social Workers,125910.0,68290.0,32.83,60060.0,28.88,39620.0,46550.0,78980.0,104130.0,2024
99,U.S.,1,21-1029,"Social Workers, All Other",64940.0,74680.0,35.91,69480.0,33.4,44530.0,52010.0,95390.0,112740.0,2024
99,U.S.,1,21-1090,Miscellaneous Community and Social Service Specialists,747300.0,54460.0,26.18,48790.0,23.46,35130.0,40340.0,61990.0,80260.0,2024
99,U.S.,1,21-1091,Health Education Specialists,65150.0,71700.0,34.47,63000.0,30.29,42210.0,49880.0,84460.0,112900.0,2024
99,U.S.,1,21-1092,Probation Officers and Correctional Treatment Specialists,86820.0,71530.0,34.39,64520.0,31.02,45390.0,52580.0,84030.0,106290.0,2024
99,U.S.,1,21-1093,Social and Human Service Assistants,424220.0,47090.0,22.64,45120.0,21.69,33280.0,37770.0,53040.0,63850.0,2024
99,U.S.,1,21-1094,Community Health Workers,60730.0,55970.0,26.91,51030.0,24.54,37930.0,44370.0,63150.0,78560.0,2024
99,U.S.,1,21-1099,"Community and Social Service Specialists, All Other",110390.0,58360.0,28.06,54940.0,26.41,36470.0,45420.0,67590.0,83210.0,2024
99,U.S.,1,21-2000,Religious Workers,91710.0,64360.0,30.94,58570.0,28.16,35140.0,43400.0,74750.0,98600.0,2024
99,U.S.,1,21-2010,Clergy,58080.0,67160.0,32.29,60820.0,29.24,37140.0,47220.0,76340.0,99720.0,2024
99,U.S.,1,21-2011,Clergy,58080.0,67160.0,32.29,60820.0,29.24,37140.0,47220.0,76340.0,99720.0,2024
99,U.S.,1,21-2020,"Directors, Religious Activities and Education",21460.0,65040.0,31.27,54840.0,26.37,33990.0,42210.0,74990.0,106530.0,2024
99,U.S.,1,21-2021,"Directors, Religious Activities and Education",21460.0,65040.0,31.27,54840.0,26.37,33990.0,42210.0,74990.0,106530.0,2024
99,U.S.,1,21-2090,Miscellaneous Religious Workers,12170.0,49830.0,23.96,45120.0,21.69,29120.0,34700.0,60310.0,75920.0,2024
99,U.S.,1,21-2099,"Religious Workers, All Other",12170.0,49830.0,23.96,45120.0,21.69,29120.0,34700.0,60310.0,75920.0,2024
99,U.S.,1,23-0000,Legal Occupations,1273410.0,137680.0,66.19,99990.0,48.07,47110.0,62410.0,170520.0,,2024
99,U.S.,1,23-1000,"Lawyers, Judges, and Related Workers",810640.0,177570.0,85.37,144040.0,69.25,65610.0,97730.0,212100.0,,2024
99,U.S.,1,23-1010,Lawyers and Judicial Law Clerks,760970.0,180790.0,86.92,148600.0,71.44,67920.0,98810.0,214490.0,,2024
99,U.S.,1,23-1011,Lawyers,747750.0,182760.0,87.86,151160.0,72.67,72780.0,99760.0,215420.0,,2024
99,U.S.,1,23-1012,Judicial Law Clerks,13220.0,69850.0,33.58,60400.0,29.04,42000.0,49840.0,78060.0,113150.0,2024
99,U.S.,1,23-1020,"Judges, Magistrates, and Other Judicial Workers",49670.0,128190.0,61.63,123220.0,59.24,48950.0,68900.0,175040.0,210890.0,2024
99,U.S.,1,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",16230.0,122620.0,58.95,115230.0,55.4,56970.0,76920.0,161290.0,203990.0,2024
99,U.S.,1,23-1022,"Arbitrators, Mediators, and Conciliators",7860.0,91170.0,43.83,67710.0,32.55,46200.0,60030.0,101010.0,133480.0,2024
99,U.S.,1,23-1023,"Judges, Magistrate Judges, and Magistrates",25580.0,143110.0,68.8,156210.0,75.1,46520.0,86060.0,189890.0,216540.0,2024
99,U.S.,1,23-2000,Legal Support Workers,462770.0,67810.0,32.6,60930.0,29.3,39280.0,47950.0,78680.0,100950.0,2024
99,U.S.,1,23-2010,Paralegals and Legal Assistants,367220.0,66510.0,31.98,61010.0,29.33,39710.0,48190.0,78280.0,98990.0,2024
99,U.S.,1,23-2011,Paralegals and Legal Assistants,367220.0,66510.0,31.98,61010.0,29.33,39710.0,48190.0,78280.0,98990.0,2024
99,U.S.,1,23-2090,Miscellaneous Legal Support Workers,95550.0,72800.0,35.0,60550.0,29.11,38170.0,46950.0,81390.0,130510.0,2024
99,U.S.,1,23-2093,"Title Examiners, Abstractors, and Searchers",48170.0,59600.0,28.65,54980.0,26.43,36710.0,45020.0,70290.0,87240.0,2024
99,U.S.,1,23-2099,"Legal Support Workers, All Other",47380.0,86220.0,41.45,68760.0,33.06,41510.0,50960.0,103460.0,176950.0,2024
99,U.S.,1,25-0000,Educational Instruction and Library Occupations,8947710.0,65900.0,31.69,59220.0,28.47,30790.0,39870.0,78250.0,104360.0,2024
99,U.S.,1,25-1000,Postsecondary Teachers,1396300.0,102410.0,,81600.0,,47010.0,61300.0,125900.0,180630.0,2024
99,U.S.,1,25-1010,"Business Teachers, Postsecondary",81780.0,113840.0,,97270.0,,46460.0,63040.0,140360.0,210530.0,2024
99,U.S.,1,25-1011,"Business Teachers, Postsecondary",81780.0,113840.0,,97270.0,,46460.0,63040.0,140360.0,210530.0,2024
99,U.S.,1,25-1020,"Math and Computer Science Teachers, Postsecondary",85060.0,98400.0,,82390.0,,48470.0,62160.0,124840.0,168080.0,2024
99,U.S.,1,25-1021,"Computer Science Teachers, Postsecondary",36240.0,105830.0,,96690.0,,48910.0,65200.0,132200.0,172380.0,2024
99,U.S.,1,25-1022,"Mathematical Science Teachers, Postsecondary",48820.0,92880.0,,79350.0,,48150.0,60880.0,106270.0,161020.0,2024
99,U.S.,1,25-1030,"Engineering and Architecture Teachers, Postsecondary",49030.0,117670.0,,105690.0,,59690.0,79300.0,135710.0,184300.0,2024
99,U.S.,1,25-1031,"Architecture Teachers, Postsecondary",9120.0,110360.0,,101480.0,,59590.0,78090.0,129310.0,166720.0,2024
99,U.S.,1,25-1032,"Engineering Teachers, Postsecondary",39910.0,119340.0,,106120.0,,59790.0,80060.0,136400.0,200650.0,2024
99,U.S.,1,25-1040,"Life Sciences Teachers, Postsecondary",63270.0,100900.0,,83920.0,,50520.0,64140.0,125210.0,167290.0,2024
99,U.S.,1,25-1041,"Agricultural Sciences Teachers, Postsecondary",8700.0,97790.0,,86350.0,,49080.0,63980.0,123290.0,160870.0,2024
99,U.S.,1,25-1042,"Biological Science Teachers, Postsecondary",53250.0,101340.0,,83460.0,,50760.0,64010.0,125310.0,169560.0,2024
99,U.S.,1,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",1310.0,103780.0,,100830.0,,58670.0,81380.0,125080.0,154630.0,2024
99,U.S.,1,25-1050,"Physical Sciences Teachers, Postsecondary",52580.0,105460.0,,95520.0,,53030.0,65540.0,129500.0,173630.0,2024
99,U.S.,1,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",11480.0,112950.0,,101390.0,,53310.0,66620.0,135500.0,199260.0,2024
99,U.S.,1,25-1052,"Chemistry Teachers, Postsecondary",20390.0,103030.0,,86220.0,,52870.0,64980.0,125920.0,171600.0,2024
99,U.S.,1,25-1053,"Environmental Science Teachers, Postsecondary",7130.0,100360.0,,87710.0,,50670.0,64360.0,124680.0,164290.0,2024
99,U.S.,1,25-1054,"Physics Teachers, Postsecondary",13590.0,105460.0,,97360.0,,54880.0,66730.0,130150.0,169740.0,2024
99,U.S.,1,25-1060,"Social Sciences Teachers, Postsecondary",121090.0,100440.0,,83360.0,,48980.0,63260.0,123760.0,171090.0,2024
99,U.S.,1,25-1061,"Anthropology and Archeology Teachers, Postsecondary",5260.0,102530.0,,95770.0,,51380.0,67410.0,122870.0,169090.0,2024
99,U.S.,1,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",11430.0,97350.0,,84290.0,,51130.0,64320.0,107810.0,164650.0,2024
99,U.S.,1,25-1063,"Economics Teachers, Postsecondary",12420.0,133140.0,,119980.0,,57550.0,80850.0,166600.0,217160.0,2024
99,U.S.,1,25-1064,"Geography Teachers, Postsecondary",3290.0,99020.0,,86730.0,,49990.0,66400.0,120220.0,164350.0,2024
99,U.S.,1,25-1065,"Political Science Teachers, Postsecondary",17170.0,105160.0,,94680.0,,50490.0,65330.0,127480.0,173380.0,2024
99,U.S.,1,25-1066,"Psychology Teachers, Postsecondary",41610.0,93530.0,,80330.0,,47870.0,62290.0,106640.0,158900.0,2024
99,U.S.,1,25-1067,"Sociology Teachers, Postsecondary",12380.0,97270.0,,82540.0,,49330.0,64130.0,113000.0,167240.0,2024
99,U.S.,1,25-1069,"Social Sciences Teachers, Postsecondary, All Other",17540.0,92950.0,,75040.0,,45280.0,59550.0,105390.0,176350.0,2024
99,U.S.,1,25-1070,"Health Teachers, Postsecondary",303970.0,125490.0,,100370.0,,50700.0,66140.0,161410.0,228330.0,2024
99,U.S.,1,25-1071,"Health Specialties Teachers, Postsecondary",229720.0,137900.0,,105620.0,,51760.0,74400.0,176090.0,,2024
99,U.S.,1,25-1072,"Nursing Instructors and Teachers, Postsecondary",74250.0,87090.0,,79940.0,,47950.0,62210.0,102020.0,130040.0,2024
99,U.S.,1,25-1080,"Education and Library Science Teachers, Postsecondary",63190.0,78870.0,,73050.0,,39070.0,51490.0,96340.0,126420.0,2024
99,U.S.,1,25-1081,"Education Teachers, Postsecondary",59090.0,78500.0,,72090.0,,38650.0,50630.0,96260.0,126450.0,2024
99,U.S.,1,25-1082,"Library Science Teachers, Postsecondary",4100.0,84320.0,,78630.0,,53590.0,62130.0,97020.0,126200.0,2024
99,U.S.,1,25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",49710.0,109320.0,,87870.0,,47790.0,63010.0,131060.0,204930.0,2024
