season,week,celebrity_name,ballroom_partner,fan_share
16,3,Jacoby Jones,Karina Smirnoff,0.0
16,3,Kellie Pickler,Derek Hough,0.0
16,3,Lisa Vanderpump,Gleb Savchenko,0.0
16,3,Sean Lowe,Peta Murgatroyd,0.0
16,3,Victor Ortiz,Lindsay Arnold,0.0
16,3,Wynonna Judd,Tony Dovolani,0.0
16,3,Zendaya,Valentin Chmerkovskiy,1.0
16,4,Alexandra Raisman,Mark Ballas,1.05017732367183e-310
16,4,Andy Dick,Sharna Burgess,0.0
16,4,D. L. Hughley,Cheryl Burke,0.0
16,4,Ingo Rademacher,Kym Johnson,0.0
16,4,Jacoby Jones,Karina Smirnoff,0.0
16,4,Kellie Pickler,Derek Hough,0.0
16,4,Lisa Vanderpump,Gleb Savchenko,0.0
16,4,Sean Lowe,Peta Murgatroyd,0.0
16,4,Victor Ortiz,Lindsay Arnold,0.0
16,4,Zendaya,Valentin Chmerkovskiy,1.0
16,5,Alexandra Raisman,Mark Ballas,1.4071868980355038e-156
16,5,Andy Dick,Sharna Burgess,0.0
16,5,D. L. Hughley,Cheryl Burke,0.0
16,5,Ingo Rademacher,Kym Johnson,0.0
16,5,Jacoby Jones,Karina Smirnoff,0.0
16,5,Kellie Pickler,Derek Hough,0.0
16,5,Sean Lowe,Peta Murgatroyd,0.0
16,5,Victor Ortiz,Lindsay Arnold,0.0
16,5,Zendaya,Valentin Chmerkovskiy,1.0
16,6,Alexandra Raisman,Mark Ballas,9.5650850155376e-311
16,6,Andy Dick,Sharna Burgess,0.0
16,6,Ingo Rademacher,Kym Johnson,0.0
16,6,Jacoby Jones,Karina Smirnoff,0.0
16,6,Kellie Pickler,Derek Hough,0.0
16,6,Sean Lowe,Peta Murgatroyd,0.0
16,6,Victor Ortiz,Lindsay Arnold,0.0
16,6,Zendaya,Valentin Chmerkovskiy,1.0
16,7,Alexandra Raisman,Mark Ballas,2.6282482718330165e-173
16,7,Andy Dick,Sharna Burgess,0.0
16,7,Ingo Rademacher,Kym Johnson,0.0
16,7,Jacoby Jones,Karina Smirnoff,0.0
16,7,Kellie Pickler,Derek Hough,0.0
16,7,Sean Lowe,Peta Murgatroyd,0.0
16,7,Zendaya,Valentin Chmerkovskiy,1.0
16,8,Alexandra Raisman,Mark Ballas,1.6113080933190113e-173
16,8,Ingo Rademacher,Kym Johnson,0.0
16,8,Jacoby Jones,Karina Smirnoff,0.0
16,8,Kellie Pickler,Derek Hough,0.0
16,8,Sean Lowe,Peta Murgatroyd,0.0
16,8,Zendaya,Valentin Chmerkovskiy,1.0
16,9,Alexandra Raisman,Mark Ballas,8.965331271891223e-234
16,9,Ingo Rademacher,Kym Johnson,0.0
16,9,Jacoby Jones,Karina Smirnoff,0.0
16,9,Kellie Pickler,Derek Hough,0.0
16,9,Zendaya,Valentin Chmerkovskiy,1.0
16,10,Alexandra Raisman,Mark Ballas,3.315697919487033e-130
16,10,Jacoby Jones,Karina Smirnoff,0.0
16,10,Kellie Pickler,Derek Hough,0.0
16,10,Zendaya,Valentin Chmerkovskiy,1.0
17,1,Amber Riley,Derek Hough,1.977155661491e-311
17,1,Bill Engvall,Emma Slater,0.0
17,1,Bill Nye,Tyne Stecklein,0.0
17,1,Brant Daugherty,Peta Murgatroyd,0.0
17,1,Christina Milian,Mark Ballas,0.0
17,1,Corbin Bleu,Karina Smirnoff,1.0
17,1,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,0.0
17,1,Jack Osbourne,Cheryl Burke,1.6474035739085e-311
17,1,Keyshawn Johnson,Sharna Burgess,0.0
17,1,Leah Remini,Tony Dovolani,0.0
17,1,"Nicole ""Snooki"" Polizzi",Sasha Farber,3.273888883546302e-104
17,1,Valerie Harper,Tristan MacManus,0.0
17,2,Amber Riley,Derek Hough,2.4408509479733034e-260
17,2,Bill Engvall,Emma Slater,0.0
17,2,Bill Nye,Tyne Stecklein,0.0
17,2,Brant Daugherty,Peta Murgatroyd,0.0
17,2,Christina Milian,Mark Ballas,0.0
17,2,Corbin Bleu,Karina Smirnoff,1.0
17,2,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,0.0
17,2,Jack Osbourne,Cheryl Burke,0.0
17,2,Keyshawn Johnson,Sharna Burgess,0.0
17,2,Leah Remini,Tony Dovolani,0.0
17,2,"Nicole ""Snooki"" Polizzi",Sasha Farber,1.6853480900694385e-181
17,2,Valerie Harper,Tristan MacManus,0.0
17,3,Amber Riley,Derek Hough,0.0
17,3,Bill Engvall,Emma Slater,0.0
17,3,Bill Nye,Tyne Stecklein,0.0
17,3,Brant Daugherty,Peta Murgatroyd,0.0
17,3,Christina Milian,Mark Ballas,0.0
17,3,Corbin Bleu,Karina Smirnoff,1.0
17,3,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,0.0
17,3,Jack Osbourne,Cheryl Burke,0.0
17,3,Leah Remini,Tony Dovolani,0.0
17,3,"Nicole ""Snooki"" Polizzi",Sasha Farber,0.0
17,3,Valerie Harper,Tristan MacManus,0.0
17,4,Amber Riley,Derek Hough,0.0
17,4,Bill Engvall,Emma Slater,0.0
17,4,Brant Daugherty,Peta Murgatroyd,0.0
17,4,Christina Milian,Mark Ballas,0.0
17,4,Corbin Bleu,Karina Smirnoff,1.0
17,4,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,0.0
17,4,Jack Osbourne,Cheryl Burke,0.0
17,4,Leah Remini,Tony Dovolani,0.0
17,4,"Nicole ""Snooki"" Polizzi",Sasha Farber,3.0821856567275915e-181
17,4,Valerie Harper,Tristan MacManus,0.0
17,5,Amber Riley,Derek Hough,5.0523e-320
17,5,Bill Engvall,Emma Slater,0.0
17,5,Brant Daugherty,Peta Murgatroyd,0.0
17,5,Christina Milian,Mark Ballas,0.0
17,5,Corbin Bleu,Karina Smirnoff,1.0
17,5,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,0.0
17,5,Jack Osbourne,Cheryl Burke,0.0
17,5,Leah Remini,Tony Dovolani,0.0
17,5,"Nicole ""Snooki"" Polizzi",Sasha Farber,1.4143978632429103e-232
17,6,Amber Riley,Derek Hough,0.0
17,6,Bill Engvall,Emma Slater,0.0
17,6,Brant Daugherty,Peta Murgatroyd,0.0
17,6,Corbin Bleu,Karina Smirnoff,1.0
17,6,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,0.0
17,6,Jack Osbourne,Cheryl Burke,0.0
17,6,Leah Remini,Tony Dovolani,0.0
17,6,"Nicole ""Snooki"" Polizzi",Sasha Farber,1.4291973840095513e-181
17,7,Amber Riley,Derek Hough,5.381043684178866e-140
17,7,Bill Engvall,Emma Slater,0.0
17,7,Brant Daugherty,Peta Murgatroyd,2.168433773776e-312
17,7,Corbin Bleu,Karina Smirnoff,1.0
17,7,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,0.0
17,7,Jack Osbourne,Cheryl Burke,0.0
17,7,Leah Remini,Tony Dovolani,0.0
17,7,"Nicole ""Snooki"" Polizzi",Sasha Farber,7.748892918361082e-44
17,8,Amber Riley,Derek Hough,5.1753e-320
17,8,Bill Engvall,Emma Slater,0.0
17,8,Brant Daugherty,Peta Murgatroyd,0.0
17,8,Corbin Bleu,Karina Smirnoff,1.0
17,8,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,0.0
17,8,Jack Osbourne,Cheryl Burke,0.0
17,8,Leah Remini,Tony Dovolani,0.0
17,9,Amber Riley,Derek Hough,0.0
17,9,Bill Engvall,Emma Slater,0.0
17,9,Corbin Bleu,Karina Smirnoff,1.0
17,9,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,0.0
17,9,Jack Osbourne,Cheryl Burke,9e-320
17,9,Leah Remini,Tony Dovolani,0.0
17,10,Amber Riley,Derek Hough,0.0
17,10,Bill Engvall,Emma Slater,0.0
17,10,Corbin Bleu,Karina Smirnoff,1.0
17,10,Jack Osbourne,Cheryl Burke,0.0
17,10,Leah Remini,Tony Dovolani,0.0
17,11,Amber Riley,Derek Hough,3.197446857986541e-277
17,11,Bill Engvall,Emma Slater,0.0
17,11,Corbin Bleu,Karina Smirnoff,1.0
17,11,Jack Osbourne,Cheryl Burke,0.0
18,1,Amy Purdy,Derek Hough,0.0
18,1,Billy Dee Williams,Emma Slater,0.0
18,1,Candace Cameron Bure,Mark Ballas,0.0
18,1,Charlie White,Sharna Burgess,0.0
18,1,Cody Simpson,Witney Carson,1.0
18,1,Danica McKellar,Valentin Chmerkovskiy,0.0
18,1,Diana Nyad,Henry Byalikov,0.0
18,1,Drew Carey,Cheryl Burke,0.0
18,1,James Maslow,Peta Murgatroyd,0.0
18,1,Meryl Davis,Maksim Chmerkoskiy,0.0
18,1,NeNe Leakes,Tony Dovolani,0.0
18,1,Sean Avery,Karina Smirnoff,0.0
18,2,Amy Purdy,Derek Hough,0.0
18,2,Billy Dee Williams,Emma Slater,0.0
18,2,Candace Cameron Bure,Mark Ballas,0.0
18,2,Charlie White,Sharna Burgess,0.0
18,2,Cody Simpson,Witney Carson,1.0
18,2,Danica McKellar,Valentin Chmerkovskiy,0.0
18,2,Drew Carey,Cheryl Burke,0.0
18,2,James Maslow,Peta Murgatroyd,0.0
18,2,Meryl Davis,Maksim Chmerkoskiy,0.0
18,2,NeNe Leakes,Tony Dovolani,0.0
18,2,Sean Avery,Karina Smirnoff,0.0
18,3,Amy Purdy,Derek Hough,0.0
18,3,Candace Cameron Bure,Mark Ballas,0.0
18,3,Charlie White,Sharna Burgess,0.0
18,3,Cody Simpson,Witney Carson,1.0
18,3,Danica McKellar,Valentin Chmerkovskiy,0.0
18,3,Drew Carey,Cheryl Burke,0.0
18,3,James Maslow,Peta Murgatroyd,0.0
18,3,Meryl Davis,Maksim Chmerkoskiy,0.0
18,3,NeNe Leakes,Tony Dovolani,0.0
18,4,Amy Purdy,Derek Hough,0.0
18,4,Candace Cameron Bure,Mark Ballas,0.0
18,4,Charlie White,Sharna Burgess,0.0
18,4,Cody Simpson,Witney Carson,1.0
18,4,Danica McKellar,Valentin Chmerkovskiy,0.0
18,4,Drew Carey,Cheryl Burke,0.0
18,4,James Maslow,Peta Murgatroyd,0.0
18,4,Meryl Davis,Maksim Chmerkoskiy,0.0
18,4,NeNe Leakes,Tony Dovolani,0.0
18,5,Amy Purdy,Derek Hough,0.0
18,5,Candace Cameron Bure,Mark Ballas,0.0
18,5,Charlie White,Sharna Burgess,0.0
18,5,Cody Simpson,Witney Carson,1.0
18,5,Danica McKellar,Valentin Chmerkovskiy,0.0
18,5,Drew Carey,Cheryl Burke,0.0
18,5,James Maslow,Peta Murgatroyd,0.0
18,5,Meryl Davis,Maksim Chmerkoskiy,0.0
18,5,NeNe Leakes,Tony Dovolani,0.0
18,6,Amy Purdy,Derek Hough,0.0
18,6,Candace Cameron Bure,Mark Ballas,0.0
18,6,Charlie White,Sharna Burgess,0.0
18,6,Danica McKellar,Valentin Chmerkovskiy,0.0
18,6,Drew Carey,Cheryl Burke,0.0
18,6,James Maslow,Peta Murgatroyd,1.0
18,6,Meryl Davis,Maksim Chmerkoskiy,0.0
18,6,NeNe Leakes,Tony Dovolani,0.0
18,7,Amy Purdy,Derek Hough,0.0
18,7,Candace Cameron Bure,Mark Ballas,0.0
18,7,Charlie White,Sharna Burgess,6.753374741013124e-260
18,7,Danica McKellar,Valentin Chmerkovskiy,0.0
18,7,James Maslow,Peta Murgatroyd,1.0
18,7,Meryl Davis,Maksim Chmerkoskiy,2.5629799975731154e-269
18,7,NeNe Leakes,Tony Dovolani,0.0
18,8,Amy Purdy,Derek Hough,0.0
18,8,Candace Cameron Bure,Mark Ballas,0.0
18,8,Charlie White,Sharna Burgess,1.1099553874441781e-268
18,8,Danica McKellar,Valentin Chmerkovskiy,0.0
18,8,James Maslow,Peta Murgatroyd,1.0
18,8,Meryl Davis,Maksim Chmerkoskiy,2.1236352371084153e-243
18,9,Amy Purdy,Derek Hough,0.0
18,9,Candace Cameron Bure,Mark Ballas,0.0
18,9,Charlie White,Sharna Burgess,2.9698784884133484e-191
18,9,James Maslow,Peta Murgatroyd,1.0
18,9,Meryl Davis,Maksim Chmerkoskiy,0.0
18,10,Amy Purdy,Derek Hough,0.0
18,10,Candace Cameron Bure,Mark Ballas,0.0
18,10,James Maslow,Peta Murgatroyd,1.0
18,10,Meryl Davis,Maksim Chmerkoskiy,5.67e-321
19,1,Alfonso Ribeiro,Witney Carson,0.0
19,1,Antonio Sabato Jr.,Cheryl Burke,0.0
19,1,Bethany Mota,Derek Hough,1.694883086072877e-104
19,1,Betsey Johnson,Tony Dovolani,0.0
19,1,Janel Parrish,Valentin Chmerkovskiy,0.0
19,1,Jonathan Bennett,Allison Holker,0.0
19,1,Lea Thompson,Artem Chigvintsev,0.0
19,1,Lolo Jones,Keo Motsepe,0.0
19,1,Michael Waltrip,Emma Slater,0.0
19,1,Randy Couture,Karina Smirnoff,0.0
19,1,Sadie Robertson,Mark Ballas,1.0
19,1,Tavis Smiley,Sharna Burgess,0.0
19,1,Tommy Chong,Peta Murgatroyd,0.0
19,2,Alfonso Ribeiro,Witney Carson,0.0
19,2,Antonio Sabato Jr.,Cheryl Burke,0.0
19,2,Bethany Mota,Derek Hough,9.388144636787058e-156
19,2,Betsey Johnson,Tony Dovolani,0.0
19,2,Janel Parrish,Valentin Chmerkovskiy,0.0
19,2,Jonathan Bennett,Allison Holker,0.0
19,2,Lea Thompson,Artem Chigvintsev,0.0
19,2,Michael Waltrip,Emma Slater,0.0
19,2,Randy Couture,Karina Smirnoff,0.0
19,2,Sadie Robertson,Mark Ballas,1.0
19,2,Tavis Smiley,Sharna Burgess,0.0
19,2,Tommy Chong,Peta Murgatroyd,0.0
19,3,Alfonso Ribeiro,Witney Carson,0.0
19,3,Antonio Sabato Jr.,Cheryl Burke,0.0
19,3,Bethany Mota,Derek Hough,6.619039784534476e-10
19,3,Betsey Johnson,Tony Dovolani,0.0
19,3,Janel Parrish,Valentin Chmerkovskiy,0.0
19,3,Jonathan Bennett,Allison Holker,0.0
19,3,Lea Thompson,Artem Chigvintsev,0.0
19,3,Michael Waltrip,Emma Slater,0.0
19,3,Randy Couture,Karina Smirnoff,0.0
19,3,Sadie Robertson,Mark Ballas,0.9999999993380959
19,3,Tommy Chong,Peta Murgatroyd,0.0
19,4,Alfonso Ribeiro,Witney Carson,0.0
19,4,Antonio Sabato Jr.,Cheryl Burke,0.0
19,4,Bethany Mota,Derek Hough,1.0
19,4,Betsey Johnson,Tony Dovolani,0.0
19,4,Janel Parrish,Valentin Chmerkovskiy,0.0
19,4,Jonathan Bennett,Allison Holker,0.0
19,4,Lea Thompson,Artem Chigvintsev,0.0
19,4,Michael Waltrip,Emma Slater,0.0
19,4,Sadie Robertson,Mark Ballas,4.9368445469838114e-17
19,4,Tommy Chong,Peta Murgatroyd,0.0
19,5,Alfonso Ribeiro,Witney Carson,0.0
19,5,Antonio Sabato Jr.,Cheryl Burke,0.0
19,5,Bethany Mota,Derek Hough,1.751896348654892e-181
19,5,Janel Parrish,Valentin Chmerkovskiy,0.0
19,5,Jonathan Bennett,Allison Holker,0.0
19,5,Lea Thompson,Artem Chigvintsev,0.0
19,5,Michael Waltrip,Emma Slater,0.0
19,5,Sadie Robertson,Mark Ballas,1.0
19,5,Tommy Chong,Peta Murgatroyd,0.0
19,6,Alfonso Ribeiro,Witney Carson,0.0
19,6,Antonio Sabato Jr.,Cheryl Burke,0.0
19,6,Bethany Mota,Derek Hough,1.1599131939546775e-241
19,6,Janel Parrish,Valentin Chmerkovskiy,0.0
19,6,Jonathan Bennett,Allison Holker,0.0
19,6,Lea Thompson,Artem Chigvintsev,0.0
19,6,Michael Waltrip,Emma Slater,0.0
19,6,Sadie Robertson,Mark Ballas,1.0
19,6,Tommy Chong,Peta Murgatroyd,0.0
19,7,Alfonso Ribeiro,Witney Carson,0.0
19,7,Antonio Sabato Jr.,Cheryl Burke,0.0
19,7,Bethany Mota,Derek Hough,1.815048260003707e-61
19,7,Janel Parrish,Valentin Chmerkovskiy,0.0
19,7,Lea Thompson,Artem Chigvintsev,0.0
19,7,Michael Waltrip,Emma Slater,0.0
19,7,Sadie Robertson,Mark Ballas,1.0
19,7,Tommy Chong,Peta Murgatroyd,0.0
19,8,Alfonso Ribeiro,Witney Carson,0.0
19,8,Bethany Mota,Derek Hough,1.0
19,8,Janel Parrish,Valentin Chmerkovskiy,0.0
19,8,Lea Thompson,Artem Chigvintsev,0.0
19,8,Michael Waltrip,Emma Slater,0.0
19,8,Sadie Robertson,Mark Ballas,1.0280523639050099e-42
19,8,Tommy Chong,Peta Murgatroyd,0.0
19,9,Alfonso Ribeiro,Witney Carson,0.0
19,9,Bethany Mota,Derek Hough,8.082984485595884e-62
19,9,Janel Parrish,Valentin Chmerkovskiy,0.0
19,9,Lea Thompson,Artem Chigvintsev,0.0
19,9,Sadie Robertson,Mark Ballas,1.0
19,9,Tommy Chong,Peta Murgatroyd,0.0
19,10,Alfonso Ribeiro,Witney Carson,0.0
19,10,Bethany Mota,Derek Hough,8.615817694946313e-62
19,10,Janel Parrish,Valentin Chmerkovskiy,0.0
19,10,Sadie Robertson,Mark Ballas,1.0
19,10,Tommy Chong,Peta Murgatroyd,0.0
19,11,Alfonso Ribeiro,Witney Carson,0.0
19,11,Bethany Mota,Derek Hough,5.708742478284077e-44
19,11,Janel Parrish,Valentin Chmerkovskiy,0.0
19,11,Sadie Robertson,Mark Ballas,1.0
2,1,Drew Lachey,Cheryl Burke,1.7186262104545e-311
2,1,George Hamilton,Edyta Sliwinska,0.0
2,1,Giselle Fernandez,Jonathan Roberts,0.0
2,1,Jerry Rice,Anna Trebunskaya,0.0
2,1,Kenny Mayne,Andrea Hale,0.0
2,1,Lisa Rinna,Louis van Amstel,0.0
2,1,Master P,Ashly DelGrosso,0.0
2,1,Stacy Keibler,Tony Dovolani,1.0
2,1,Tatum O'Neal,Nick Kosovich,0.0
2,1,Tia Carrere,Maksim Chmerkoskiy,0.0
2,2,Drew Lachey,Cheryl Burke,8.099495477630851e-209
2,2,George Hamilton,Edyta Sliwinska,0.0
2,2,Giselle Fernandez,Jonathan Roberts,0.0
2,2,Jerry Rice,Anna Trebunskaya,0.0
2,2,Lisa Rinna,Louis van Amstel,0.0
2,2,Master P,Ashly DelGrosso,0.0
2,2,Stacy Keibler,Tony Dovolani,1.0
2,2,Tatum O'Neal,Nick Kosovich,0.0
2,2,Tia Carrere,Maksim Chmerkoskiy,0.0
2,3,Drew Lachey,Cheryl Burke,0.0
2,3,George Hamilton,Edyta Sliwinska,0.0
2,3,Giselle Fernandez,Jonathan Roberts,0.0
2,3,Jerry Rice,Anna Trebunskaya,0.0
2,3,Lisa Rinna,Louis van Amstel,0.0
2,3,Master P,Ashly DelGrosso,0.0
2,3,Stacy Keibler,Tony Dovolani,1.0
2,3,Tia Carrere,Maksim Chmerkoskiy,0.0
2,4,Drew Lachey,Cheryl Burke,1.6184462193305e-311
2,4,George Hamilton,Edyta Sliwinska,0.0
2,4,Jerry Rice,Anna Trebunskaya,0.0
2,4,Lisa Rinna,Louis van Amstel,0.0
2,4,Master P,Ashly DelGrosso,0.0
2,4,Stacy Keibler,Tony Dovolani,1.0
2,4,Tia Carrere,Maksim Chmerkoskiy,0.0
2,5,Drew Lachey,Cheryl Burke,2.1726077857019777e-260
2,5,George Hamilton,Edyta Sliwinska,0.0
2,5,Jerry Rice,Anna Trebunskaya,0.0
2,5,Lisa Rinna,Louis van Amstel,0.0
2,5,Stacy Keibler,Tony Dovolani,1.0
2,5,Tia Carrere,Maksim Chmerkoskiy,0.0
2,6,Drew Lachey,Cheryl Burke,0.0
2,6,George Hamilton,Edyta Sliwinska,0.0
2,6,Jerry Rice,Anna Trebunskaya,0.0
2,6,Lisa Rinna,Louis van Amstel,0.0
2,6,Stacy Keibler,Tony Dovolani,1.0
2,7,Drew Lachey,Cheryl Burke,1.128754051214e-311
2,7,Jerry Rice,Anna Trebunskaya,0.0
2,7,Lisa Rinna,Louis van Amstel,0.0
2,7,Stacy Keibler,Tony Dovolani,1.0
2,8,Drew Lachey,Cheryl Burke,1.8637311421616324e-303
2,8,Jerry Rice,Anna Trebunskaya,0.0
2,8,Stacy Keibler,Tony Dovolani,1.0
20,1,Charlotte McKinney,Keo Motsepe,0.0
20,1,Chris Soules,Witney Carson,0.0
20,1,Michael Sam,Peta Murgatroyd,0.0
20,1,Nastia Liukin,Derek Hough,0.0
20,1,Noah Galloway,Sharna Burgess,0.0
20,1,Patti LaBelle,Artem Chigvintsev,0.0
20,1,Redfoo,Emma Slater,0.0
20,1,Riker Lynch,Allison Holker,0.0
20,1,Robert Herjavec,Kym Johnson,0.0
20,1,Rumer Willis,Valentin Chmerkovskiy,0.0
20,1,Suzanne Somers,Tony Dovolani,0.0
20,1,Willow Shields,Mark Ballas,1.0
20,2,Charlotte McKinney,Keo Motsepe,0.0
20,2,Chris Soules,Witney Carson,0.0
20,2,Michael Sam,Peta Murgatroyd,0.0
20,2,Nastia Liukin,Derek Hough,0.0
20,2,Noah Galloway,Sharna Burgess,0.0
20,2,Patti LaBelle,Artem Chigvintsev,0.0
20,2,Redfoo,Emma Slater,0.0
20,2,Riker Lynch,Allison Holker,0.0
20,2,Robert Herjavec,Kym Johnson,0.0
20,2,Rumer Willis,Valentin Chmerkovskiy,0.0
20,2,Suzanne Somers,Tony Dovolani,0.0
20,2,Willow Shields,Mark Ballas,1.0
20,3,Charlotte McKinney,Keo Motsepe,0.0
20,3,Chris Soules,Witney Carson,0.0
20,3,Michael Sam,Peta Murgatroyd,0.0
20,3,Nastia Liukin,Derek Hough,0.0
20,3,Noah Galloway,Sharna Burgess,0.0
20,3,Patti LaBelle,Artem Chigvintsev,0.0
20,3,Riker Lynch,Allison Holker,0.0
20,3,Robert Herjavec,Kym Johnson,0.0
20,3,Rumer Willis,Valentin Chmerkovskiy,0.0
20,3,Suzanne Somers,Tony Dovolani,0.0
20,3,Willow Shields,Mark Ballas,1.0
20,4,Chris Soules,Witney Carson,0.0
20,4,Michael Sam,Peta Murgatroyd,0.0
20,4,Nastia Liukin,Derek Hough,0.0
20,4,Noah Galloway,Sharna Burgess,0.0
20,4,Patti LaBelle,Artem Chigvintsev,0.0
20,4,Riker Lynch,Allison Holker,0.0
20,4,Robert Herjavec,Kym Johnson,0.0
20,4,Rumer Willis,Valentin Chmerkovskiy,0.0
20,4,Suzanne Somers,Tony Dovolani,0.0
20,4,Willow Shields,Mark Ballas,1.0
20,5,Chris Soules,Witney Carson,0.0
20,5,Nastia Liukin,Derek Hough,0.0
20,5,Noah Galloway,Sharna Burgess,0.0
20,5,Patti LaBelle,Artem Chigvintsev,0.0
20,5,Riker Lynch,Allison Holker,0.0
20,5,Robert Herjavec,Kym Johnson,0.0
20,5,Rumer Willis,Valentin Chmerkovskiy,0.0
20,5,Suzanne Somers,Tony Dovolani,0.0
20,5,Willow Shields,Mark Ballas,1.0
20,6,Chris Soules,Witney Carson,0.0
20,6,Nastia Liukin,Derek Hough,0.0
20,6,Noah Galloway,Sharna Burgess,0.0
20,6,Patti LaBelle,Artem Chigvintsev,0.0
20,6,Riker Lynch,Allison Holker,0.0
20,6,Robert Herjavec,Kym Johnson,0.0
20,6,Rumer Willis,Valentin Chmerkovskiy,0.0
20,6,Willow Shields,Mark Ballas,1.0
20,7,Chris Soules,Witney Carson,0.0
20,7,Nastia Liukin,Derek Hough,0.0
20,7,Noah Galloway,Sharna Burgess,0.0
20,7,Riker Lynch,Allison Holker,0.0
20,7,Robert Herjavec,Kym Johnson,0.0
20,7,Rumer Willis,Valentin Chmerkovskiy,0.0
20,7,Willow Shields,Mark Ballas,1.0
20,8,Chris Soules,Witney Carson,0.0
20,8,Nastia Liukin,Derek Hough,1.1670727855511785e-87
20,8,Noah Galloway,Sharna Burgess,0.0
20,8,Riker Lynch,Allison Holker,1.0
20,8,Robert Herjavec,Kym Johnson,0.0
20,8,Rumer Willis,Valentin Chmerkovskiy,1.280508412239e-311
20,9,Nastia Liukin,Derek Hough,4.087247666748788e-242
20,9,Noah Galloway,Sharna Burgess,0.0
20,9,Riker Lynch,Allison Holker,1.0
20,9,Rumer Willis,Valentin Chmerkovskiy,1.3831978917058618e-285
20,10,Noah Galloway,Sharna Burgess,0.0
20,10,Riker Lynch,Allison Holker,1.0
20,10,Rumer Willis,Valentin Chmerkovskiy,0.0
21,1,Alek Skarlatos,Lindsay Arnold,0.0
21,1,Alexa PenaVega,Mark Ballas,0.0
21,1,Andy Grammer,Allison Holker,0.0
21,1,Bindi Irwin,Derek Hough,1.4730377272136508e-199
21,1,Carlos PenaVega,Witney Carson,0.0
21,1,Chaka Khan,Keo Motsepe,0.0
21,1,Gary Busey,Anna Trebunskaya,0.0
21,1,Hayes Grier,Emma Slater,1.0
21,1,Kim Zolciak-Biermann,Tony Dovolani,0.0
21,1,Nick Carter,Sharna Burgess,0.0
21,1,Paula Deen,Louis van Amstel,0.0
21,1,Tamar Braxton,Valentin Chmerkovskiy,0.0
21,1,Victor Espinoza,Karina Smirnoff,0.0
21,2,Alek Skarlatos,Lindsay Arnold,0.0
21,2,Alexa PenaVega,Mark Ballas,0.0
21,2,Andy Grammer,Allison Holker,0.0
21,2,Bindi Irwin,Derek Hough,0.9999999093025376
21,2,Carlos PenaVega,Witney Carson,0.0
21,2,Chaka Khan,Keo Motsepe,0.0
21,2,Gary Busey,Anna Trebunskaya,0.0
21,2,Hayes Grier,Emma Slater,9.069746237465956e-08
21,2,Kim Zolciak-Biermann,Tony Dovolani,0.0
21,2,Nick Carter,Sharna Burgess,0.0
21,2,Paula Deen,Louis van Amstel,0.0
21,2,Tamar Braxton,Valentin Chmerkovskiy,0.0
21,2,Victor Espinoza,Karina Smirnoff,0.0
21,3,Alek Skarlatos,Lindsay Arnold,0.0
21,3,Alexa PenaVega,Mark Ballas,0.0
21,3,Andy Grammer,Allison Holker,0.0
21,3,Bindi Irwin,Derek Hough,1.551851068181428e-79
21,3,Carlos PenaVega,Witney Carson,0.0
21,3,Gary Busey,Anna Trebunskaya,0.0
21,3,Hayes Grier,Emma Slater,1.0
21,3,Nick Carter,Sharna Burgess,0.0
21,3,Paula Deen,Louis van Amstel,0.0
21,3,Tamar Braxton,Valentin Chmerkovskiy,0.0
21,4,Alek Skarlatos,Lindsay Arnold,0.0
21,4,Alexa PenaVega,Mark Ballas,0.0
21,4,Andy Grammer,Allison Holker,0.0
21,4,Bindi Irwin,Derek Hough,2.826799612590109e-139
21,4,Carlos PenaVega,Witney Carson,0.0
21,4,Gary Busey,Anna Trebunskaya,0.0
21,4,Hayes Grier,Emma Slater,1.0
21,4,Nick Carter,Sharna Burgess,0.0
21,4,Paula Deen,Louis van Amstel,0.0
21,4,Tamar Braxton,Valentin Chmerkovskiy,0.0
21,5,Alek Skarlatos,Lindsay Arnold,0.0
21,5,Alexa PenaVega,Mark Ballas,0.0
21,5,Andy Grammer,Allison Holker,0.0
21,5,Bindi Irwin,Derek Hough,8.893455207817849e-131
21,5,Carlos PenaVega,Witney Carson,0.0
21,5,Hayes Grier,Emma Slater,1.0
21,5,Nick Carter,Sharna Burgess,0.0
21,5,Paula Deen,Louis van Amstel,0.0
21,5,Tamar Braxton,Valentin Chmerkovskiy,0.0
21,6,Alek Skarlatos,Lindsay Arnold,0.0
21,6,Alexa PenaVega,Mark Ballas,0.0
21,6,Andy Grammer,Allison Holker,0.0
21,6,Bindi Irwin,Derek Hough,2.18523852347258e-96
21,6,Carlos PenaVega,Witney Carson,0.0
21,6,Hayes Grier,Emma Slater,1.0
21,6,Nick Carter,Sharna Burgess,0.0
21,6,Paula Deen,Louis van Amstel,0.0
21,6,Tamar Braxton,Valentin Chmerkovskiy,0.0
21,7,Alek Skarlatos,Lindsay Arnold,0.0
